CSZJJ,Taisho No.,length,rushiwowen,wenrushi,wowenrushi,rushiwen,not_in_shanzai,ye2_count,er3_count,ye3_count,ye2_final_count,er3_final_count,ye3_final_count,error,correction
阿闍世王受決經,T 509,2190,False,True,False,False,0,1,0,8,0,0,7,,
優填王經,T 332,2787,False,True,False,False,2,2,2,11,2,2,11,,
鏡面王經,T 152 (89),1228,False,True,False,False,0,0,2,0,0,0,0,,
察微王經,T 152 (90),1006,False,False,False,False,1,1,4,3,1,3,3,,
桀貪王經,T 198 (1),2709,False,True,False,False,2,0,0,3,0,0,1,,
薩羅王經,T 520,1944,False,False,False,False,2,0,0,0,0,0,0,,
國王五人經,T 152 (24),2995,False,True,False,False,1,0,1,0,0,1,0,,
舍頭諫太子二十八宿經,T 1301,16131,False,True,False,False,1,6,31,5,5,13,74,,
太子刷護經,T 343,2421,False,False,False,False,0,1,2,0,1,0,0,,
誨子經,T 154 (38),1654,False,False,False,False,2,0,4,1,0,4,1,,
五百幼童經,T 154 (33),639,False,True,False,False,1,0,0,0,0,0,0,,
逝童子經,T 527,1628,False,True,False,False,3,1,1,0,1,1,0,,
長者詣佛說子婦不恭經,T 143,2354,False,True,False,False,4,26,0,1,0,0,1,,
長者子制經,T 526,2282,False,True,False,False,0,0,3,5,0,2,0,"Got a non-integer output from the model for 也: The character ""也"" is used as a final particle at the end of declarative sentences in the given text 5 times.

Here are the instances:
1.  [0801a24] ""...便欲求作佛者不能得**也**""
2.  [0801b01] ""...千萬劫億萬劫，汝尚未能得佛**也**。""
3.  [0801b03] ""...我不用一飯食、衣被故求作佛**也**。""
4.  [0801b06] ""...汝欲求作佛，難得**也**。""
5.  [0801b19] ""...汝莫持汝天上意，自貢高**也**""

5
", Should be 5
長者子懊惱三處經,T 525,1292,False,True,False,False,0,1,0,0,1,0,0,,
十支居士八城人經,T 92,1529,False,True,False,False,0,0,0,0,0,0,0,,
婆羅門子命終愛念不離經,T 91,2218,False,True,False,False,0,6,0,0,6,0,0,,
婆羅門避死經,T 131,461,False,True,False,False,0,0,0,0,0,0,0,,
佛為黃竹園老婆羅門說學經,T 75,2076,False,True,False,False,0,0,0,0,0,0,0,,
審裸形子經,T 154 (27),2143,False,True,False,False,1,0,0,0,0,0,0,,
仙人撥劫經,T 154 (52),1033,False,True,False,False,0,0,0,0,0,0,0,,
五仙人經,T 154 (11),2235,False,True,False,False,3,2,2,6,1,0,6,,
光華梵志經,T 154 (14),895,False,True,False,False,0,0,0,0,0,0,0,,
梵志計水淨經,T 510,1052,False,True,False,False,0,0,0,1,0,0,1,,
前世諍女經,T 154 (7),869,False,True,False,False,0,0,0,1,0,0,1,,
三摩竭經,T 129,4299,False,True,False,False,1,1,2,7,1,2,4,,
摩鄧女經,T 1300,18426,True,False,False,False,1,17,6,7,7,0,5,"Got a non-integer output from the model for 也: The character ""也"" is used as a final particle at the end of declarative sentences 5 times in the given text.
", Should be 5
釋家畢罪經,T 152 (54),2563,False,False,False,False,1,0,1,13,0,0,13,,
殺身濟賈人經,T 152 (67),545,False,False,False,False,0,0,1,2,0,1,2,,
殺龍濟一國人經,T 152 (70),701,False,False,False,False,0,0,0,4,0,0,4,,
懈怠耕者經,T 827,891,False,True,False,False,1,0,0,0,0,0,0,,
善生子經,T 17,4160,False,True,False,False,0,0,1,8,0,0,9,,
尸迦羅越六向拜經,T 16,2504,False,False,False,False,0,0,0,2,0,0,4,,
貧窮老公經,T 797,1877,False,True,False,False,2,1,5,7,1,2,6,,
老母經,T 561,1282,False,True,False,False,2,1,2,0,0,0,0,,
負為牛者經,T 154 (39),1107,False,True,False,False,1,0,1,0,0,0,0,,
阿遬達經,T 141,943,False,True,False,False,0,5,0,0,0,0,0,,
樹提伽經,T 540,1566,False,False,False,False,0,2,1,3,2,1,3,,
鞞摩肅經,T 90,2467,False,True,False,False,0,1,1,1,1,0,0,,
那賴經,T 154 (1),1358,False,True,False,False,0,0,2,0,0,3,0,,
大意經,T 177,2803,False,True,False,False,0,1,7,14,0,5,14,,
申日兜本經,T 536,1608,False,True,False,False,0,0,1,5,0,1,3,,
舅甥經,T 154 (12),1650,False,True,False,False,1,1,0,5,0,0,5,,
越難經,T 537,1086,False,True,False,False,0,0,1,3,0,1,3,,
鸚鵡經,T 79,4892,False,True,False,False,0,1,0,0,1,0,0,,
水牛王經,T 154 (30),861,False,True,False,False,0,0,0,1,0,0,1,,
兔王經,T 154 (31),787,False,True,False,False,0,0,0,0,0,0,0,,
拘薩羅國烏王經,T 154 (47),1397,False,True,False,False,2,0,0,1,0,0,1,,
雀王經,T 152 (51),305,False,False,False,False,0,0,0,2,0,0,2,,
孔雀經,T 154 (51),1027,False,True,False,False,0,0,1,4,0,0,4,,
野雞經,T 154 (6),1464,False,True,False,False,1,3,0,2,2,0,2,,
大魚事經,T 216,1003,False,True,False,False,0,1,0,0,1,0,0,,
蠱狐烏經,T 154 (25),827,False,True,False,False,2,0,0,0,0,0,0,,
犢子經,T 808,1094,False,True,False,False,0,1,2,3,0,2,3,"Got a non-integer output from the model for 耶: The character '耶' appears only once in the provided text:

*   `[0754a20] 牛言：「此手捫摸我乳，一何快耶！`

Let's analyze this instance against the given criteria:

1.  **At end of yes or no questions**: A yes or no question (also known as a polar question) is one that can be answered with a simple ""yes"" or ""no"". The phrase ""一何快耶！"" translates to ""How pleasant it is!"" or ""Oh, how pleasant!"". It uses the interrogative pronoun ""何"" (how/what) and functions as an exclamation expressing strong feeling, not a question that can be answered with ""yes"" or ""no"". Therefore, it does not fit this criterion.

2.  **As a final particle at the end of declarative sentences**: A declarative sentence states a fact or an opinion. While ""耶"" is a final particle in this instance, the sentence ""一何快耶！"" is exclamatory or rhetorical in nature, conveying strong emotion, rather than simply declaring a fact or opinion. It is not a standard declarative sentence. Therefore, it does not fit this criterion.

Since the single occurrence of '耶' does not meet either of the specified conditions, the character '耶' appears 0 times under the given criteria.

0
", Should be 0
驢駝經,T 154 (50),1056,False,True,False,False,0,0,0,3,0,0,3,,
猘狗經,T 214,1088,False,False,False,False,0,1,1,1,1,1,1,,
鱉獼猴經,T 154 (10),918,False,True,False,False,0,1,2,0,1,2,0,,
鬼問目連經,T 734,2191,False,True,False,False,0,0,0,0,0,0,0,,
鐵城泥犁經,T 42,2585,False,False,False,False,0,4,2,1,0,1,1,"Got a non-integer output from the model for 耶: The character '耶' appears 4 times in the provided text. Let's analyze each instance based on the given criteria:

1.  **`汝何以不自改為善耶？`** (Line `[0827a30]`)
    *   This is a question: ""Why did you not reform yourself to do good?""
    *   It uses the interrogative phrase '何以' (why), which makes it an open-ended ""why"" question, not a ""yes or no"" question.
    *   It is an interrogative sentence, not a declarative sentence.

2.  **`汝何以不自改為善耶？`** (Line `[0827b05]`)
    *   Same as instance 1. It is a ""why"" question, not a ""yes or no"" question or a declarative sentence.

3.  **`汝見是，何以不自改為善耶？`** (Line `[0827b14]`)
    *   Same as instance 1. It is a ""why"" question, not a ""yes or no"" question or a declarative sentence.

4.  **`汝為人時，何以不正汝行正汝口正汝心耶？`** (Line `[0827b23]`)
    *   Same as instance 1. It is a ""why"" question, not a ""yes or no"" question or a declarative sentence.

In all four cases, '耶' functions as an interrogative particle in a ""why"" question. A ""yes or no question"" is one that can be answered with a simple ""yes"" or ""no"" (e.g., ""Are you hungry?""). A ""why"" question requires an explanation. Therefore, none of these instances are ""yes or no questions"".

Furthermore, none of these instances are ""declarative sentences"" as they all clearly pose a question.

Based on the strict interpretation of the criteria provided, '耶' does not appear at the end of any ""yes or no questions"" nor as a final particle at the end of any ""declarative sentences"" in the given text.

0
", Shoul be 0
泥犁經,T 86,7034,False,True,False,False,0,3,5,4,0,4,4,,
十八泥犁經,T 731,3215,False,False,False,False,0,0,0,1,0,0,2,,
四泥犁經,T 139,894,False,True,False,False,0,0,0,0,0,0,0,,
罪業報應教化地獄經,T 724,3845,True,False,False,False,0,0,0,0,0,0,0,,
鹽王五天使者經,T 43,1569,False,True,False,False,0,6,6,5,6,5,4,,
數經,T 70,2662,False,True,False,False,0,0,2,0,0,0,0,,
時經,T 794a,1131,True,False,False,False,0,0,0,0,0,0,0,,
意經,T 827,1541,False,True,False,True,12,0,0,11,0,0,0,,
罵意經,T 732,9111,False,False,False,False,0,3,17,7,2,7,6,"Got a non-integer output from the model for 耳: The character 耳 is used 7 times as a final particle at the end of declarative sentences in the provided text.

Here are the instances:

1.  [0530b04] 但恐得畜生，從入地獄、餓鬼中**耳**！
2.  [0530b09] 人意有知，恐不啻**耳**！
3.  [0531b18] 畜生亦欲色、聲、香、味、細滑，亦自相與語，但不能如人語**耳**。
4.  [0531c11] 人持戒乃孝順，報父母恩**耳**。
5.  [0531c19] 釜中燒一身**耳**。
6.  [0532a06] 晝日凡三萬六千五百息小完等**耳**。
7.  [0534a09] 世間所有如夢**耳**，夢飯食見好，覺便不見。

7
", Should be 7
法觀經,T 611,3167,False,False,False,False,0,0,7,0,0,1,0,,
身觀經,T 612,1220,False,True,False,False,0,1,0,0,1,0,0,,
伏婬經,T 65,1558,False,True,False,False,0,0,0,0,0,0,0,,
離睡經,T 47,1404,False,True,False,False,0,1,1,0,1,0,0,,
應法經,T 83,2115,False,True,False,False,0,0,0,0,0,0,0,,
樂想經,T 56,554,False,True,False,False,0,0,0,0,0,0,0,,
尊上經,T 77,1919,False,True,False,False,0,14,0,0,0,0,0,,
柔軟經,T 26 (117),1123,False,True,True,False,0,0,0,0,0,0,0,,
處處經,T 730,9561,False,False,False,False,2,1,19,3,1,17,1,,
閑居經,T 154 (13),1062,False,True,False,False,1,0,2,0,0,0,0,,
何苦經,T 26 (148),2156,False,True,True,False,0,7,0,4,8,0,4,,
貧窮經,T 26 (125),1562,False,True,True,False,0,6,0,13,6,0,13,,
求欲經,T 49,5905,False,True,False,False,1,3,8,0,1,0,0,,
分別經,T 738,3552,False,True,False,False,1,2,7,7,0,4,4,"Got a non-integer output from the model for 也: The character ""也"" is used as a final particle at the end of declarative sentences 4 times in the provided text:

1.  `[0541b10] 不可譬喻也。`
2.  `[0541b23] 當復更入邪見無窮已也。`
3.  `[0542a07] 大罪不小也，宜以審諦。」` (Here, `大罪不小也` functions as a complete declarative sentence, even though it's followed by a comma and another clause.)
4.  `[0542b13] 故不為也。`

4
", Should be 4
慢法經,T 739,841,False,False,False,False,0,0,0,1,0,0,0,,
邪見經,T 93,720,False,True,False,False,0,1,0,0,1,0,0,,
積骨經,T 150A (30),185,False,True,False,False,0,0,0,0,0,0,0,,
苦陰經,T 53,3009,False,True,False,False,0,6,2,0,7,0,0,,
灌臘經,T 391,612,False,True,False,False,0,0,0,1,0,0,1,,
受歲經,T 50,2353,False,True,False,False,0,5,2,0,2,2,0,"Got a non-integer output from the model for 耶: The character '耶' appears 5 times in the provided text. Let's examine each instance to determine if it fits the given criteria: ""at end of yes or no questions or as a final particle at the end of declarative sentences"".

1.  **[0843b22] 又何二藏互有無耶？**
    *   This sentence uses '何' (hè/hé), meaning ""why"" or ""how"". Therefore, it is a ""wh-question"" (e.g., ""Why do the two canons mutually have or not have [these texts]?""), not a yes or no question. It is also not a declarative sentence.
    *   This instance does not count.

2.  **[0843b26] 然今此容凾宋藏受新歲經，與彼竟凾新歲經，以為單譯耶，**
    *   The phrase ""以為單譯耶"" translates to ""is it considered a single translation?"". This is a clear yes or no question, as it asks for confirmation or negation.
    *   This instance counts.

3.  **[0843b26] 則何有廣略之殊、譯人之異，又此何編於重譯中耶？**
    *   This sentence also uses '何', making it a ""wh-question"" (e.g., ""and why is this compiled among the re-translations?""). It is not a yes or no question, nor a declarative sentence.
    *   This instance does not count.

4.  **[0843b27] 以為重譯耶，**
    *   The phrase ""以為重譯耶"" translates to ""is it considered a re-translation?"". This is a clear yes or no question.
    *   This instance counts.

5.  **[0843b27] 則彼何列于單譯中耶？**
    *   This sentence uses '何', making it a ""wh-question"" (e.g., ""then why is that listed in the single translations?""). It is not a yes or no question, nor a declarative sentence.
    *   This instance does not count.

Based on the analysis, the character '耶' appears 2 times at the end of a yes or no question. No instances of '耶' appear as a final particle at the end of declarative sentences.

2
", Should be 2
腹使經,T 154 (28),2019,False,True,False,False,0,2,1,1,2,1,1,,
持齋經,T 26 (202),5190,False,True,True,False,0,3,0,3,1,0,3,"Got a non-integer output from the model for 耶: The character '耶' appears three times in the text. Let's examine each instance based on the given criteria: ""at end of yes or no questions or as a final particle at the end of declarative sentences"".

1.  `[0770a20] 世尊問曰：「居士婦！今沐浴耶？」`
    *   This is a question asking ""Are you bathing now?"". It is a direct yes or no question.
    *   The character '耶' appears at the very end of the question phrase, before the closing quotation mark and question mark.
    *   This instance **counts**.

2.  `[0770a22] 世尊問曰：「居士婦！今持何等齋耶？齋有三種。`
    *   This is a question asking ""What kind of fast are you observing?"". This is an information question (asking for specific information using ""何等"", meaning ""what kind of""), not a yes or no question.
    *   Therefore, this instance **does not count**.

3.  `[0770b06] 「居士婦！云何名為尼揵齋耶？`
    *   This is a question asking ""What is called the Nirgrantha fast?"". This is an information question (using ""云何"", meaning ""how/what""), not a yes or no question.
    *   Therefore, this instance **does not count**.

Based on the analysis, only one instance of '耶' meets the specified criteria.

1
", Should be 1
盂蘭經,T 685,1179,False,True,False,False,0,0,0,0,0,0,0,,
恒水戒經,T 33,1851,False,True,False,False,0,0,2,6,0,2,6,,
寂志果經,T 22,9621,False,True,False,False,1,4,4,6,2,1,6,,
戒消災經,T 1477,2496,False,True,False,False,1,2,5,8,1,5,6,,
法滅盡經,T 396,1271,False,True,False,False,0,0,0,0,0,0,0,,
是我所經,T 154 (5),1029,False,True,False,False,0,0,0,0,0,0,0,,
阿耨風經,T 58,3342,False,True,False,False,0,3,0,4,3,0,4,,
惟日雜難經,T 760,9470,False,False,False,False,0,4,8,1,2,8,1,,
內身觀章經,T 610,1994,False,False,False,False,0,1,1,0,1,0,0,,
忠心政行經,T 743,3161,False,True,False,False,0,0,4,1,0,1,0,,
罪業報應經,T 747a,2115,False,True,False,False,2,1,2,2,1,0,2,,
摩訶剎頭經,T 696,1985,False,False,False,False,0,1,2,2,0,2,2,"Got a non-integer output from the model for 耶: The character '耶' appears only once in the given text:
*   ""[0798b09] 福那得生耶？""

Now, let's analyze if this instance meets the specified criteria:
1.  **""at end of yes or no questions""**: The sentence ""福那得生耶？"" translates to ""How can blessings be born?"". This is a ""how"" question, not a question that can be answered with a simple ""yes"" or ""no"". Therefore, it does not fit this criterion.
2.  **""as a final particle at the end of declarative sentences""**: The sentence ""福那得生耶？"" is an interrogative sentence (a question), not a declarative sentence. In Classical Chinese, '耶' is primarily an interrogative particle and is rarely, if ever, used as a final particle for declarative sentences. Therefore, it does not fit this criterion.

Since the single occurrence of '耶' does not meet either of the specified conditions, the count is 0.

0
", Should be 0
金剛清淨經,T 644,3787,True,False,False,False,0,2,0,2,0,0,2,,
淨除業障經,T 1494,9706,True,False,False,False,4,12,1,12,9,0,8,,
相應相可經,T 111,572,False,False,False,False,0,0,0,0,0,0,0,,
商人求財經,T 26 (136),5609,False,True,True,False,0,9,4,2,0,2,1,"Got a non-integer output from the model for 也: The character ""也"" is used as a final particle at the end of declarative sentences in the given text only once.

The instance is:
`諸賢！我時脫不如是問也。` (line 0643c08)

The other instance previously considered, `賢者！我等是閻浮洲諸商人也，` (line 0642c09), is followed by a comma (，), indicating that the sentence continues, and ""也"" is not functioning as a final particle terminating the sentence.

1
", Should be 1
前世三轉經,T 178,3533,False,True,False,False,0,5,2,9,2,5,8,,
阿含正行經,T 151,1965,False,True,False,False,0,0,4,0,0,1,0,,
摩訶乘寶嚴經,T 351,12205,False,True,False,False,0,20,0,17,19,0,20,,
父母恩難報經,T 684,573,False,True,False,False,0,0,0,0,0,0,0,,
犯戒罪報輕重經,T 1467,1026,True,False,False,False,0,0,0,0,0,0,0,,
大乘方等要慧經,T 348,439,False,True,False,False,2,0,0,0,0,0,0,,
仁王護國般若波羅蜜經,T 245,15634,True,False,False,False,0,3,2,25,2,0,24,,
阿難陀目佉尼呵離陀經,T 1013,5222,False,True,False,False,0,1,0,3,0,0,3,,
四品學法經,T 771,1147,False,False,False,False,0,0,0,15,0,0,15,,
四未曾有法經,T 136,1010,False,True,False,False,0,0,2,6,0,2,6,,
四人出現世間經,T 127,1820,False,True,False,False,0,0,0,0,0,0,0,,
七寶經,T 26 (58),303,False,True,True,False,0,0,0,0,0,0,0,,
十一思惟念如來經,T 138,577,False,True,False,False,0,0,0,11,0,0,11,,
十二遊經,T 195,3396,False,False,False,False,0,6,0,0,1,0,0,,
十二頭陀經,T 783,3068,True,False,False,False,0,1,1,0,1,1,0,,
慈仁問八十種好經,T 2867,2019,False,False,False,False,0,0,4,0,0,0,0,,
寶積三昧文殊師利菩薩問法身經,T 356,4741,False,True,False,False,0,0,0,0,0,0,0,,
自誓三昧經,T 622,4214,False,True,False,False,4,0,2,1,0,0,8,,
佛印三昧經,T 621,1652,False,False,False,False,0,0,5,16,0,5,16,,
法華三昧經,T 269,7540,False,False,False,False,4,0,6,1,0,5,1,,
月燈三昧經,T 640,5344,False,True,False,False,0,0,1,0,0,1,0,,
禪要呵欲經,T 609,2274,False,False,False,False,0,0,0,0,0,0,0,,
水喻經,T 26 (4),1913,False,True,True,False,0,0,0,8,0,0,8,,
群牛譬經,T 215,818,False,True,False,False,0,0,0,0,0,0,0,,
鼈喻經,T 154 (35),454,False,False,False,False,0,0,0,0,0,0,0,,
箭喻經,T 94,1932,False,True,False,False,0,20,0,4,20,0,4,,
毒喻經,T 154 (37),965,False,False,False,False,0,0,2,0,0,2,0,,
阿彌陀佛偈,T 1978,6335,False,False,False,False,0,0,0,0,0,0,0,,
後阿彌陀佛偈,T 373,448,False,False,False,False,0,0,0,0,0,0,0,,
灌頂七萬二千神王護比丘呪經,T 1331 (1),7156,False,True,False,False,1,9,3,5,1,3,5,,
灌頂十二萬神王護比丘尼呪經,T 1331 (2),4076,False,True,False,False,0,3,2,5,0,1,4,,
灌頂三歸五戒帶佩護身呪經,T 1331 (3),5266,False,True,False,False,2,6,1,5,0,1,4,,
灌頂百結神王護身呪經,T 1331 (4),6124,False,True,False,False,0,4,3,5,0,2,29,"Got a non-integer output from the model for 耶: The character '耶' appears only once in the provided text, as part of the transliterated name ""比抄倚耶"" in the line:
[0506a16] 神名比抄倚耶　字分別解

In this instance, '耶' is part of a proper noun/name and is not acting as a final particle at the end of a yes or no question or a declarative sentence. It is followed by a space and then the Chinese interpretation of the name.

Therefore, the count of '耶' appearing at the end of yes or no questions or as a final particle at the end of declarative sentences is 0.

0
", Should be 0
灌頂宮宅神王守鎮左右呪經,T 1331 (5),5380,False,True,False,False,0,6,1,11,1,1,10,,
灌頂塚墓因緣四方神呪經,T 1331 (6),4820,False,True,False,False,2,3,1,8,0,1,4,,
灌頂伏魔封印大神呪經,T 1331 (7),4284,False,True,False,False,1,2,3,16,0,2,13,,
灌頂摩尼羅亶大神呪經,T 1331 (8),5103,False,True,False,False,0,3,0,5,0,0,5,,
灌頂召五方龍王攝疫毒神呪經,T 1331 (9),4353,False,True,False,False,0,8,1,4,0,0,4,,
七佛神呪,T 1333,6124,True,False,False,False,0,51,7,1,0,1,1,,
華積陀羅尼神呪,T 1356,1375,True,False,False,False,0,4,0,0,0,0,0,,
持句神呪,T 1351,1062,False,True,False,False,0,1,0,1,1,0,1,,
幻師颰陀神呪,T 1378b,795,False,True,False,False,0,2,0,0,0,0,0,,
摩尼羅亶神呪,T 1393,1438,False,True,False,False,0,0,0,0,0,0,0,,
檀特羅麻油述神呪,T 1391,646,False,False,False,False,0,1,0,0,0,0,0,,
呪時氣,T 1326,293,False,False,False,False,0,1,0,0,0,0,0,,
呪小兒,T 1329,174,False,False,False,False,0,0,0,0,0,0,0,,
呪齲齒,T 1327,199,False,False,False,False,0,0,0,0,0,0,0,,
安宅呪,T 1394,2090,True,False,False,False,0,0,0,0,0,0,0,,
不退轉輪經,T 267,47593,True,True,False,False,12,21,4,3,23,0,0,"Got a non-integer output from the model for 也: The character ""也"" is used in various grammatical constructions within the provided text, often to indicate ""also"" or ""too"" (e.g., ""亦…也"") or for emphasis within a clause.

However, after carefully examining the text for instances where ""也"" functions as a **final particle at the very end of a declarative sentence** (i.e., being the last character of a sentence, typically followed by a full stop or equivalent punctuation), **no such occurrences were found**.

Many sentences end with nouns, verbs, or other particles like ""故"", ""者"", ""等"" (e.g., ""是名信行。"", ""是名法行。"", ""是名八輩。""). None of these sentences conclude with ""也"".

Therefore, the count is 0.
", Should be 0
甘露味阿毘曇,T 1553,25764,False,False,False,False,0,4,26,3,0,0,3,,
如來智印經,T 633,11917,True,False,False,False,0,0,0,3,0,0,3,,
七佛父母姓字經,T 4,1805,False,True,False,False,2,6,2,0,0,1,0,,
滿願子經,T 108,1162,False,True,False,False,2,0,2,0,0,0,0,,
加丁比丘經,T 2028,4574,False,False,False,False,1,3,0,0,2,0,0,,
大沙門羯磨,T 1438,13011,False,False,False,False,0,1,1,1,0,1,0,,
魔試目連經,T  67,3089,False,True,False,False,0,1,0,0,2,0,0,,
淨飯王經,T 512,3892,True,True,False,False,2,1,3,1,0,1,1,,
摩竭梵志經,T 198 (4),508,False,True,False,False,0,0,0,0,0,0,0,,
觱辭梵志經,T 198 (8),701,False,False,False,False,0,0,0,0,0,0,0,,
猛觀梵志經,T 198 (11),1150,False,True,False,False,0,0,0,0,0,0,0,,
法觀梵志經,T 198 (12),1275,False,True,False,False,0,0,0,0,0,0,0,,
兜勒梵志經,T 198 (13),2120,False,True,False,False,0,0,0,0,0,0,0,,
鼈王經,T 154(36),590,False,False,False,False,2,0,0,1,0,0,1,,
放牛法經,T 123,2190,False,True,False,False,0,0,2,1,0,0,11,,
餓鬼經,T 746,4508,False,False,False,False,0,0,1,0,0,0,0,,
閻羅王經,X 21,3413,True,False,False,False,0,0,0,1,0,0,1,,
古來經,T 44,2644,False,True,False,False,0,4,4,3,3,3,3,,
緣本經,T 37,1047,False,True,False,False,0,0,0,3,0,0,3,,
施色力經,T 132,767,False,True,False,False,0,0,0,0,0,0,0,,
甚深大迴向經,T 825,2496,True,False,False,False,2,0,0,0,0,0,0,,
木鏘刺脚因緣經,T 197 (6),4524,False,True,False,False,0,1,2,5,0,2,3,,
四輩經,T 769,1632,False,True,False,False,0,0,0,4,0,0,4,,
護諸比丘呪,T 154 (20),543,False,True,False,False,0,2,0,0,0,0,0,"Got a non-integer output from the model for 耶: The character '耶' appears in the provided text in the following lines:
[0085a04] 阿耆破耆 阿羅因阿羅**耶 耶**勿遮坻錍移阿錍

These occurrences are part of a transliterated mantra or dharani. In such contexts, the characters are used for their phonetic value to represent sounds from another language (e.g., Sanskrit or Pali) and do not function as grammatical particles at the end of Chinese sentences or questions.

The request specifically asks for '耶' appearing ""at end of yes or no questions or as a final particle at the end of declarative sentences"". The instances of '耶' in this text do not fulfill these grammatical roles in Chinese.

Therefore, the count is 0.

0
", Should be 0
