CSZJJ,taisho_no,subject_wu,subject_wo,subject_ru,past_tense_yi,past_tense_xi,present_tense_jin,future_tense_dang,future_tense_danglai,char_count,is_indiginous,error
曇無德律,T 1428 (36),0,96,42,112,154,0,50,104,0,16514,0,
曇無德律,T 1428 (37),0,119,22,148,91,0,48,26,0,14371,0,
曇無德律,T 1428 (38),0,85,18,92,56,0,40,33,0,14066,0,
曇無德律,T 1428 (39),0,75,37,97,43,0,25,15,0,13836,0,
曇無德律,T 1428 (40),0,107,61,110,79,0,38,42,0,14300,0,
曇無德律,T 1428 (41),0,70,35,122,49,2,19,27,0,14285,0,
曇無德律,T 1428 (42),0,125,20,98,72,1,44,22,0,15425,0,
曇無德律,T 1428 (43),0,119,63,84,84,1,43,40,0,19999,0,
曇無德律,T 1428 (44),0,84,65,48,66,0,31,39,0,16533,0,
曇無德律,T 1428 (45),0,105,23,103,174,0,64,25,0,18010,0,
曇無德律,T 1428 (46),0,118,65,41,71,3,77,53,0,18558,0,
曇無德律,T 1428 (47),0,58,25,72,47,0,30,17,0,11590,0,
曇無德律,T 1428 (48),0,82,38,89,68,0,36,14,0,14634,0,
曇無德律,T 1428 (49),0,50,28,107,84,0,21,28,0,16215,0,
曇無德律,T 1428 (50),0,56,32,60,62,2,16,20,0,14480,0,
曇無德律,T 1428 (51),0,133,26,119,39,1,32,36,0,13688,0,
曇無德律,T 1428 (52),0,59,12,122,21,0,9,13,0,14653,0,
曇無德律,T 1428 (53),0,74,34,78,38,0,35,26,0,13357,0,
曇無德律,T 1428 (54),0,90,41,42,50,0,61,33,0,10397,0,
曇無德律,T 1428 (55),0,94,126,28,37,0,15,13,0,15411,0,
曇無德律,T 1428 (56),0,99,108,88,29,0,7,16,0,16087,0,
曇無德律,T 1428 (57),0,96,63,71,30,0,15,33,0,15068,0,
曇無德律,T 1428 (58),0,101,32,62,29,0,8,18,0,14877,0,
曇無德律,T 1428 (59),0,36,22,15,17,0,3,11,0,12945,0,
曇無德律,T 1428 (60),0,50,30,39,18,0,10,21,0,11585,0,
虛空藏經,T 405,0,25,20,116,31,2,20,18,0,14985,0,
曇無德戒本,T 1430,0,67,21,82,42,0,26,140,0,15294,0,
大般涅槃經,T 374 (1),0,54,13,142,26,0,20,32,0,12090,0,
大般涅槃經,T 374 (2),1,181,96,127,41,3,92,73,0,12536,0,
大般涅槃經,T 374 (3),0,61,37,105,16,3,44,70,0,11214,0,
大般涅槃經,T 374 (4),0,133,22,76,52,2,13,22,0,8975,0,
大般涅槃經,T 374 (5),0,39,7,76,24,1,10,16,0,11472,0,
大般涅槃經,T 374 (6),0,47,25,57,44,1,19,52,0,10419,0,
大般涅槃經,T 374 (7),0,151,24,61,32,5,29,60,0,11226,0,
大般涅槃經,T 374 (8),0,98,25,87,32,0,22,45,0,12407,0,
大般涅槃經,T 374 (9),4,47,8,89,26,1,20,41,0,11600,0,
大般涅槃經,T 374 (10),0,59,29,75,31,4,34,39,0,10394,0,
大般涅槃經,T 374 (11),1,39,17,85,34,3,26,29,0,9374,0,
大般涅槃經,T 374 (12),0,70,21,34,42,6,22,30,0,11132,0,
大般涅槃經,T 374 (13),0,59,3,125,17,6,5,21,0,9800,0,
大般涅槃經,T 374 (14),0,206,31,85,35,5,30,35,0,10322,0,
大般涅槃經,T 374 (15),0,32,7,139,10,4,12,37,0,10133,0,
大般涅槃經,T 374 (16),1,91,18,97,41,5,18,29,0,10050,0,
大般涅槃經,T 374 (17),0,58,9,40,9,6,7,19,0,9491,0,
大般涅槃經,T 374 (18),0,75,10,96,25,3,11,30,0,11093,0,
大般涅槃經,T 374 (19),7,72,12,45,26,4,57,44,0,11271,0,
大般涅槃經,T 374 (20),6,77,20,60,31,6,41,50,0,9898,0,
大般涅槃經,T 374 (21),3,42,22,42,30,4,32,17,0,11300,0,
大般涅槃經,T 374 (22),3,64,9,51,16,2,8,27,0,8674,0,
大般涅槃經,T 374 (23),0,68,4,57,11,2,14,27,0,9739,0,
大般涅槃經,T 374 (24),1,25,8,98,8,36,41,30,0,11075,0,
大般涅槃經,T 374 (25),1,89,5,102,23,11,11,34,0,12813,0,
大般涅槃經,T 374 (26),0,61,12,57,7,2,3,24,0,7945,0,
大般涅槃經,T 374 (27),2,99,15,69,14,0,14,31,0,11365,0,
大般涅槃經,T 374 (28),0,61,15,43,20,2,17,40,0,12250,0,
大般涅槃經,T 374 (29),2,104,14,34,52,8,16,26,0,10946,0,
大般涅槃經,T 374 (30),1,156,18,66,36,0,16,23,0,11249,0,
大般涅槃經,T 374 (31),0,68,15,41,16,4,9,24,0,11338,0,
大般涅槃經,T 374 (32),0,50,7,60,33,1,7,36,0,11465,0,
大般涅槃經,T 374 (33),2,67,18,42,23,2,10,33,0,7944,0,
大般涅槃經,T 374 (34),6,239,27,84,89,1,13,34,0,8404,0,
大般涅槃經,T 374 (35),0,58,11,27,15,0,14,47,0,10238,0,
大般涅槃經,T 374 (36),0,43,13,28,71,9,10,17,0,11794,0,
大般涅槃經,T 374 (37),0,56,3,29,47,2,12,41,0,9873,0,
大般涅槃經,T 374 (38),0,52,2,27,23,2,10,23,0,7943,0,
大般涅槃經,T 374 (39),1,280,95,40,56,4,50,38,0,13899,0,
大般涅槃經,T 374 (40),3,125,67,72,57,3,41,48,0,14259,0,
方等大集經,T 397 (1),0,29,7,148,49,0,36,11,0,14383,0,
方等大集經,T 397 (2),1,32,7,102,55,0,4,11,0,10258,0,
方等大集經,T 397 (3),0,16,1,105,35,1,2,4,0,13793,0,
方等大集經,T 397 (4),2,44,17,112,33,0,9,19,0,11411,0,
方等大集經,T 397 (5),1,33,12,74,21,0,13,5,0,9903,0,
方等大集經,T 397 (6),1,30,7,102,25,0,3,13,0,12155,0,
方等大集經,T 397 (7),2,48,14,126,30,1,12,12,0,11270,0,
方等大集經,T 397 (8),2,69,5,112,21,1,16,21,0,10735,0,
方等大集經,T 397 (9),0,75,11,105,36,1,20,24,0,14930,0,
方等大集經,T 397 (10),0,27,1,90,54,1,2,9,0,16025,0,
方等大集經,T 397 (11),2,63,31,102,53,0,25,47,0,14005,0,
方等大集經,T 397 (12),4,65,38,145,30,2,17,35,0,17305,0,
方等大集經,T 397 (13),1,99,33,111,26,1,28,26,0,17465,0,
方等大集經,T 397 (14),2,57,11,154,28,2,6,6,0,12251,0,
方等大集經,T 397 (15),0,39,0,224,57,1,2,14,0,13234,0,
方等大集經,T 397 (16),1,23,9,129,33,3,9,14,0,11148,0,
方等大集經,T 397 (17),3,41,17,98,24,4,1,12,0,14290,0,
方等大集經,T 397 (18),3,61,32,128,19,1,15,67,0,11151,0,
方等大集經,T 397 (19),0,166,69,115,68,5,76,81,0,16376,0,
方等大集經,T 397 (20),2,127,56,98,35,8,36,41,0,11563,0,
方等大集經,T 397 (21),0,135,35,176,46,2,29,66,0,21473,0,
方等大集經,T 397 (22),1,98,17,79,48,1,22,23,0,16991,0,
方等大集經,T 397 (23),0,61,22,78,42,14,17,42,0,12215,0,
方等大集經,T 397 (24),0,54,7,60,21,0,14,36,0,8101,0,
方等大集經,T 397 (25),1,20,0,85,38,2,5,10,0,9927,0,
方等大集經,T 397 (26),0,36,10,76,22,1,17,8,0,9320,0,
方等大集經,T 397 (27),2,49,11,173,20,2,11,47,0,14296,0,
方等大集經,T 397 (28),1,29,1,160,16,0,3,12,0,12728,0,
方等大集經,T 397 (29),0,11,0,124,20,0,0,1,0,10882,0,
方等大集經,T 397 (30),0,60,11,127,40,0,25,30,0,13927,0,
方等大集經,T 397 (31),0,45,20,71,33,1,17,26,0,11508,0,
方等大集經,T 397 (32),1,91,18,82,46,0,15,21,0,10645,0,
方等大集經,T 397 (33),1,123,29,112,54,1,36,32,0,13418,0,
方等大集經,T 397 (34),0,31,26,126,27,1,15,31,0,10683,0,
方等大集經,T 397 (35),0,46,24,75,32,2,22,9,0,11313,0,
方等大集經,T 397 (36),0,52,24,89,27,5,16,10,0,9698,0,
方等大集經,T 397 (37),0,36,18,26,18,0,12,11,0,9580,0,
方等大集經,T 397 (38),0,104,12,85,76,0,18,25,0,12417,0,
方等大集經,T 397 (39),0,71,6,71,25,1,11,7,0,8676,0,
方等大集經,T 397 (40),0,42,14,77,33,0,15,10,0,7247,0,
方等大集經,T 397 (41),0,74,24,70,34,1,26,16,0,9400,0,
方等大集經,T 397 (42),0,10,9,48,7,1,5,20,0,11754,0,
方等大集經,T 397 (43),0,63,12,101,47,1,17,14,0,11732,0,
方等大集經,T 397 (44),0,65,27,61,36,4,19,10,0,7626,0,
方等大集經,T 397 (45),0,63,10,45,20,3,22,12,0,7959,0,
方等大集經,T 397 (46),1,37,9,141,8,0,11,27,0,9338,0,
方等大集經,T 397 (47),0,108,16,163,22,10,45,35,0,13065,0,
方等大集經,T 397 (48),2,52,19,135,14,2,24,22,0,12222,0,
方等大集經,T 397 (49),0,40,9,129,18,5,22,24,0,9516,0,
方等大集經,T 397 (50),0,117,8,233,24,11,25,19,0,22539,0,
方等大集經,T 397 (51),0,53,42,152,12,6,14,14,0,11308,0,
方等大集經,T 397 (52),0,112,79,146,18,7,35,41,0,12945,0,
方等大集經,T 397 (53),0,66,32,120,18,4,14,32,0,9255,0,
方等大集經,T 397 (54),0,46,26,127,9,5,12,20,0,8701,0,
方等大集經,T 397 (55),0,60,103,86,3,5,11,26,0,14151,0,
方等大集經,T 397 (56),0,129,24,185,12,14,54,39,0,16497,0,
方等大集經,T 397 (57),1,49,34,93,24,3,24,15,0,11099,0,
方等大集經,T 397 (58),0,70,19,108,14,4,29,23,0,10729,0,
方等大集經,T 397 (59),0,82,9,121,4,0,8,120,0,14434,0,
方等大集經,T 397 (60),0,54,18,76,12,0,3,148,0,12139,0,
方等大雲經,T 387 (1),3,21,16,75,42,3,17,6,0,9639,0,
方等大雲經,T 387 (2),0,30,19,115,10,3,17,22,0,9302,0,
方等大雲經,T 387 (3),31,14,33,94,1,0,10,34,0,10025,0,
方等大雲經,T 387 (4),2,31,21,56,14,1,23,37,0,9273,0,
方等大雲經,T 387 (5),1,44,11,67,23,0,11,52,0,8047,0,
方等大雲經,T 387 (6),0,106,8,53,28,1,7,16,0,8161,0,
悲華經,T 157 (1),0,34,16,143,76,2,13,20,0,12567,0,
悲華經,T 157 (2),2,78,42,135,55,2,48,55,0,11595,0,
悲華經,T 157 (3),0,136,38,137,79,0,46,54,0,12328,0,
悲華經,T 157 (4),0,119,34,136,45,0,25,37,0,11935,0,
悲華經,T 157 (5),0,62,39,54,26,0,37,37,0,10712,0,
悲華經,T 157 (6),0,160,11,167,54,1,20,52,0,10887,0,
悲華經,T 157 (7),0,74,37,144,24,4,32,46,0,11207,0,
悲華經,T 157 (8),0,57,57,180,44,2,21,27,0,10548,0,
悲華經,T 157 (9),0,95,17,111,38,5,38,23,0,9485,0,
悲華經,T 157 (10),0,109,15,109,45,8,40,32,0,10133,0,
金光明經,T 663 (1),0,58,4,154,9,1,31,27,0,10379,0,
金光明經,T 663 (2),0,70,22,137,38,1,8,43,0,10139,0,
金光明經,T 663 (3),0,30,5,108,23,5,9,34,0,10944,0,
金光明經,T 663 (4),1,91,20,75,50,8,60,46,0,12729,0,
菩薩地持經,T 1581 (1),0,8,0,50,20,0,7,16,0,9255,0,
菩薩地持經,T 1581 (2),1,20,1,70,23,1,6,8,0,9913,0,
菩薩地持經,T 1581 (3),0,5,3,45,23,0,3,20,0,9670,0,
菩薩地持經,T 1581 (4),0,23,6,29,37,2,10,29,0,9506,0,
菩薩地持經,T 1581 (5),0,19,4,31,33,0,8,20,0,8518,0,
菩薩地持經,T 1581 (6),0,13,0,36,16,1,7,14,0,7515,0,
菩薩地持經,T 1581 (7),0,20,4,57,18,0,10,15,0,15306,0,
菩薩地持經,T 1581 (8),0,27,12,82,26,0,1,23,0,10521,0,
菩薩地持經,T 1581 (9),0,40,2,127,54,0,8,24,0,22132,0,
菩薩地持經,T 1581 (10),0,13,1,68,23,0,1,11,0,10440,0,
菩薩戒本,T 1500,0,3,0,19,15,0,4,5,0,6473,0,
優婆塞戒,T 1488 (1),0,21,1,34,48,3,3,17,0,11896,0,
優婆塞戒,T 1488 (2),0,27,0,46,21,6,1,4,0,11902,0,
優婆塞戒,T 1488 (3),0,8,25,25,66,0,6,48,0,12425,0,
優婆塞戒,T 1488 (4),0,52,25,10,41,0,8,27,0,11089,0,
優婆塞戒,T 1488 (5),0,29,6,38,56,0,4,40,0,10726,0,
優婆塞戒,T 1488 (6),0,33,1,40,85,2,10,44,0,11688,0,
優婆塞戒,T 1488 (7),0,49,1,25,59,0,3,42,0,11833,0,
阿毘曇毘婆沙,T 1546 (1),0,34,11,59,30,0,14,19,0,14785,0,
阿毘曇毘婆沙,T 1546 (2),0,6,1,31,19,1,9,55,0,14164,0,
阿毘曇毘婆沙,T 1546 (3),0,43,15,60,24,0,24,45,0,16532,0,
阿毘曇毘婆沙,T 1546 (4),0,178,4,60,11,1,7,18,0,10371,0,
阿毘曇毘婆沙,T 1546 (5),0,73,2,27,8,0,4,32,0,9853,0,
阿毘曇毘婆沙,T 1546 (6),0,6,3,31,9,0,9,21,0,13747,0,
阿毘曇毘婆沙,T 1546 (7),1,33,11,105,9,1,19,11,0,11065,0,
阿毘曇毘婆沙,T 1546 (8),0,3,2,35,19,1,13,22,0,11335,0,
阿毘曇毘婆沙,T 1546 (9),0,68,8,63,12,0,17,23,0,14635,0,
阿毘曇毘婆沙,T 1546 (10),0,10,8,50,16,1,10,26,0,18404,0,
阿毘曇毘婆沙,T 1546 (11),0,24,0,74,16,0,19,25,0,18293,0,
阿毘曇毘婆沙,T 1546 (12),0,12,8,56,15,0,8,21,0,13488,0,
阿毘曇毘婆沙,T 1546 (13),0,8,3,40,32,0,13,29,0,14657,0,
阿毘曇毘婆沙,T 1546 (14),0,16,4,65,15,0,8,30,0,14580,0,
阿毘曇毘婆沙,T 1546 (15),0,36,21,78,52,0,9,43,0,13723,0,
阿毘曇毘婆沙,T 1546 (16),0,22,8,50,16,0,14,25,0,10439,0,
阿毘曇毘婆沙,T 1546 (17),0,9,4,61,16,0,5,37,0,14940,0,
阿毘曇毘婆沙,T 1546 (18),0,68,8,73,8,0,16,33,0,10460,0,
阿毘曇毘婆沙,T 1546 (19),0,7,3,26,24,0,4,33,0,14674,0,
阿毘曇毘婆沙,T 1546 (20),0,25,3,69,22,0,12,44,0,15902,0,
阿毘曇毘婆沙,T 1546 (21),0,51,24,61,37,0,34,25,0,14786,0,
阿毘曇毘婆沙,T 1546 (22),0,21,8,65,24,6,24,17,0,13795,0,
阿毘曇毘婆沙,T 1546 (23),0,59,11,25,21,0,16,13,0,14551,0,
阿毘曇毘婆沙,T 1546 (24),0,6,1,29,8,0,6,20,0,11231,0,
阿毘曇毘婆沙,T 1546 (25),0,18,1,25,32,0,8,49,0,13004,0,
阿毘曇毘婆沙,T 1546 (26),0,24,0,102,37,0,8,31,0,13345,0,
阿毘曇毘婆沙,T 1546 (27),0,31,11,25,17,0,10,28,0,10493,0,
阿毘曇毘婆沙,T 1546 (28),0,23,0,23,10,0,4,28,0,12910,0,
阿毘曇毘婆沙,T 1546 (29),0,32,18,34,18,0,6,16,0,13036,0,
阿毘曇毘婆沙,T 1546 (30),0,15,7,14,10,0,1,5,0,11629,0,
阿毘曇毘婆沙,T 1546 (31),0,4,0,8,111,0,0,2,0,16448,0,
阿毘曇毘婆沙,T 1546 (32),0,25,13,38,48,1,14,22,0,11872,0,
阿毘曇毘婆沙,T 1546 (33),0,8,0,15,22,0,15,18,0,13710,0,
阿毘曇毘婆沙,T 1546 (34),0,3,0,16,14,0,6,0,0,11622,0,
阿毘曇毘婆沙,T 1546 (35),0,11,6,68,57,0,23,31,0,17472,0,
阿毘曇毘婆沙,T 1546 (36),0,40,9,44,24,0,15,22,0,16154,0,
阿毘曇毘婆沙,T 1546 (37),0,22,6,53,53,3,5,32,0,14763,0,
阿毘曇毘婆沙,T 1546 (38),0,16,4,10,18,0,14,24,0,11260,0,
阿毘曇毘婆沙,T 1546 (39),0,36,4,53,33,0,14,35,0,13159,0,
阿毘曇毘婆沙,T 1546 (40),0,26,5,33,52,0,9,27,0,18394,0,
阿毘曇毘婆沙,T 1546 (41),0,52,13,47,31,0,10,44,0,15601,0,
阿毘曇毘婆沙,T 1546 (42),0,13,4,52,28,0,2,12,0,15975,0,
阿毘曇毘婆沙,T 1546 (43),0,45,20,41,21,0,15,31,0,17053,0,
阿毘曇毘婆沙,T 1546 (44),0,32,12,38,22,0,13,32,0,15504,0,
阿毘曇毘婆沙,T 1546 (45),0,57,3,24,15,0,9,10,0,16145,0,
阿毘曇毘婆沙,T 1546 (46),0,58,15,33,29,1,8,17,0,14344,0,
阿毘曇毘婆沙,T 1546 (47),0,5,2,27,48,0,2,45,0,12032,0,
阿毘曇毘婆沙,T 1546 (48),0,3,0,25,26,0,8,14,0,10168,0,
阿毘曇毘婆沙,T 1546 (49),0,8,5,34,25,0,9,23,0,12088,0,
阿毘曇毘婆沙,T 1546 (50),0,17,3,6,12,0,7,2,0,5932,0,
阿毘曇毘婆沙,T 1546 (51),0,16,10,17,6,2,12,6,0,6426,0,
阿毘曇毘婆沙,T 1546 (52),0,15,4,8,55,0,6,6,0,4826,0,
阿毘曇毘婆沙,T 1546 (53),0,19,19,12,6,0,12,6,0,5462,0,
阿毘曇毘婆沙,T 1546 (54),0,13,7,21,57,0,14,16,0,6314,0,
阿毘曇毘婆沙,T 1546 (55),0,0,0,8,27,0,3,2,0,9174,0,
阿毘曇毘婆沙,T 1546 (56),0,8,5,31,19,0,6,23,0,7671,0,
阿毘曇毘婆沙,T 1546 (57),0,8,0,7,4,0,1,1,0,5477,0,
阿毘曇毘婆沙,T 1546 (58),0,0,0,11,35,0,0,0,0,7198,0,
阿毘曇毘婆沙,T 1546 (59),0,15,7,14,16,0,10,16,0,6160,0,
阿毘曇毘婆沙,T 1546 (60),0,0,0,0,91,0,1,3,0,9699,0,
寶梁經,T 310(44),0,69,3,44,28,0,12,43,0,9723,0,
大方廣佛華嚴經,T 278 (1),0,4,0,102,9,1,1,0,0,10124,0,
大方廣佛華嚴經,T 278 (2),0,1,0,101,24,2,0,3,0,10278,0,
大方廣佛華嚴經,T 278 (3),0,4,2,160,11,1,3,12,0,11431,0,
大方廣佛華嚴經,T 278 (4),0,9,2,115,8,0,1,6,0,12028,0,
大方廣佛華嚴經,T 278 (5),1,24,0,139,5,1,4,2,0,12744,0,
大方廣佛華嚴經,T 278 (6),0,8,0,118,4,0,2,143,0,10597,0,
大方廣佛華嚴經,T 278 (7),0,13,0,145,5,0,2,4,0,10803,0,
大方廣佛華嚴經,T 278 (8),0,15,4,146,4,0,5,28,0,10370,0,
大方廣佛華嚴經,T 278 (9),0,8,0,179,9,0,3,2,0,12852,0,
大方廣佛華嚴經,T 278 (10),0,7,3,194,21,0,2,8,0,11743,0,
大方廣佛華嚴經,T 278 (11),0,57,6,134,18,0,4,29,0,10018,0,
大方廣佛華嚴經,T 278 (12),1,46,1,111,12,1,7,19,0,10411,0,
大方廣佛華嚴經,T 278 (13),0,3,0,144,6,0,2,0,0,9987,0,
大方廣佛華嚴經,T 278 (14),0,34,4,251,8,0,2,18,0,13315,0,
大方廣佛華嚴經,T 278 (15),0,14,0,228,15,0,3,4,0,10574,0,
大方廣佛華嚴經,T 278 (16),0,3,0,107,2,0,2,1,0,9838,0,
大方廣佛華嚴經,T 278 (17),0,10,3,117,9,0,1,2,0,10091,0,
大方廣佛華嚴經,T 278 (18),0,19,8,144,4,0,1,10,0,9984,0,
大方廣佛華嚴經,T 278 (19),0,7,0,169,5,0,1,3,0,10766,0,
大方廣佛華嚴經,T 278 (20),0,6,0,103,1,0,0,0,0,9514,0,
大方廣佛華嚴經,T 278 (21),0,7,0,143,1,1,0,2,0,9202,0,
大方廣佛華嚴經,T 278 (22),0,3,2,133,3,0,0,0,0,9869,0,
大方廣佛華嚴經,T 278 (23),0,34,6,231,20,0,9,10,0,10516,0,
大方廣佛華嚴經,T 278 (24),0,44,3,130,26,0,5,16,0,10290,0,
大方廣佛華嚴經,T 278 (25),0,23,0,186,17,0,11,9,0,12965,0,
大方廣佛華嚴經,T 278 (26),0,7,12,172,12,0,9,7,0,10753,0,
大方廣佛華嚴經,T 278 (27),0,9,4,148,7,0,6,4,0,10806,0,
大方廣佛華嚴經,T 278 (28),0,5,0,141,9,0,1,3,0,12445,0,
大方廣佛華嚴經,T 278 (29),0,4,1,119,0,0,1,1,0,7237,0,
大方廣佛華嚴經,T 278 (30),0,1,0,346,5,0,0,0,0,7882,0,
大方廣佛華嚴經,T 278 (31),0,4,0,244,10,0,1,0,0,10052,0,
大方廣佛華嚴經,T 278 (32),0,25,4,169,9,2,3,8,0,10494,0,
大方廣佛華嚴經,T 278 (33),1,21,1,195,12,0,3,7,0,11180,0,
大方廣佛華嚴經,T 278 (34),0,30,12,107,17,1,4,19,0,10871,0,
大方廣佛華嚴經,T 278 (35),0,22,1,66,11,0,1,5,0,11030,0,
大方廣佛華嚴經,T 278 (36),0,7,1,74,10,0,0,10,0,8737,0,
大方廣佛華嚴經,T 278 (37),0,20,0,52,3,0,0,18,0,9046,0,
大方廣佛華嚴經,T 278 (38),0,13,0,71,3,0,2,4,0,9045,0,
大方廣佛華嚴經,T 278 (39),0,29,0,89,3,0,1,10,0,10124,0,
大方廣佛華嚴經,T 278 (40),0,2,0,111,0,0,0,2,0,9858,0,
大方廣佛華嚴經,T 278 (41),0,10,0,96,0,0,0,0,0,7852,0,
大方廣佛華嚴經,T 278 (42),0,17,1,106,12,0,4,3,0,9643,0,
大方廣佛華嚴經,T 278 (43),0,19,1,133,13,0,7,3,0,11653,0,
大方廣佛華嚴經,T 278 (44),1,1,0,107,3,1,1,0,0,10079,0,
大方廣佛華嚴經,T 278 (45),1,30,4,166,18,0,1,3,0,11037,0,
大方廣佛華嚴經,T 278 (46),0,41,8,142,27,0,2,2,0,10253,0,
大方廣佛華嚴經,T 278 (47),0,77,7,142,15,0,2,6,0,11944,0,
大方廣佛華嚴經,T 278 (48),0,48,11,86,18,1,3,7,0,8823,0,
大方廣佛華嚴經,T 278 (49),0,71,13,124,19,0,7,10,0,10025,0,
大方廣佛華嚴經,T 278 (50),0,58,6,85,14,1,5,7,0,8000,0,
大方廣佛華嚴經,T 278 (51),1,60,14,156,26,1,1,8,0,9971,0,
大方廣佛華嚴經,T 278 (52),0,45,4,169,28,0,1,14,0,13041,0,
大方廣佛華嚴經,T 278 (53),0,76,5,119,23,0,7,6,0,11337,0,
大方廣佛華嚴經,T 278 (54),1,57,9,155,14,6,15,14,0,11497,0,
大方廣佛華嚴經,T 278 (55),0,52,6,190,18,0,7,12,0,12720,0,
大方廣佛華嚴經,T 278 (56),0,89,12,192,32,4,17,11,0,12582,0,
大方廣佛華嚴經,T 278 (57),0,96,10,106,24,1,0,5,0,9931,0,
大方廣佛華嚴經,T 278 (58),0,20,16,256,12,3,7,8,0,11945,0,
大方廣佛華嚴經,T 278 (59),0,1,5,145,7,0,1,0,0,10925,0,
大方廣佛華嚴經,T 278 (60),0,32,17,157,14,1,4,5,0,11279,0,
觀佛三昧經,T 643 (1),5,31,13,75,27,2,22,26,0,9946,0,
觀佛三昧經,T 643 (2),1,19,7,132,16,2,8,24,0,9291,0,
