CSZJJ,taisho_no,subject_wu,subject_wo,subject_ru,past_tense_yi,past_tense_xi,present_tense_jin,future_tense_dang,future_tense_danglai,char_count,is_indiginous,error
觀佛三昧經,T 643 (3),1,53,53,180,39,0,30,15,0,11368,0,
觀佛三昧經,T 643 (4),0,5,11,149,24,0,6,16,0,9395,0,
觀佛三昧經,T 643 (5),2,29,13,46,44,0,10,8,0,9801,0,
觀佛三昧經,T 643 (6),2,25,14,61,43,0,13,16,0,7434,0,
觀佛三昧經,T 643 (7),1,31,20,98,26,1,13,18,0,7862,0,
觀佛三昧經,T 643 (8),1,57,27,93,42,4,24,18,0,7430,0,
觀佛三昧經,T 643 (9),0,36,28,120,75,4,27,36,0,10537,0,
觀佛三昧經,T 643 (10),1,22,13,88,24,1,11,33,0,7480,0,
禪經修行方便,T 618 (1),1,48,2,108,77,1,26,58,0,19658,0,
禪經修行方便,T 618 (2),0,32,4,127,94,0,16,47,0,19047,0,
大方等如來藏經,T 666,0,27,10,46,16,1,5,5,0,6023,0,
出生無量門持經,T 1012,0,8,3,47,3,2,4,21,0,4123,0,
文殊師利發願經,T 296,0,11,0,28,2,0,0,0,0,1346,0,
大般泥洹,T 7 (1),1,82,66,73,27,9,56,55,0,9265,0,
大般泥洹,T 7 (2),0,111,44,76,32,8,70,37,0,10112,0,
大般泥洹,T 7 (3),1,106,46,115,46,11,63,28,0,9774,0,
方等泥洹經,T 376 (1),0,74,41,136,27,1,55,53,0,13452,0,
方等泥洹經,T 376 (2),4,108,44,92,14,0,33,111,0,12243,0,
方等泥洹經,T 376 (3),1,50,8,142,31,0,14,31,0,13423,0,
方等泥洹經,T 376 (4),1,94,27,124,31,0,19,127,0,11627,0,
方等泥洹經,T 376 (5),4,130,15,109,25,1,13,63,0,14072,0,
方等泥洹經,T 376 (6),0,72,19,139,23,0,19,66,0,14890,0,
摩訶僧祇律,T 1425 (1),2,96,54,116,79,5,45,54,0,15129,0,
摩訶僧祇律,T 1425 (2),1,102,40,71,57,0,40,46,0,14224,0,
摩訶僧祇律,T 1425 (3),0,127,70,72,69,3,34,52,0,21779,0,
摩訶僧祇律,T 1425 (4),0,135,85,78,46,1,43,50,0,16077,0,
摩訶僧祇律,T 1425 (4),0,135,85,78,46,1,43,50,0,16077,0,
摩訶僧祇律,T 1425 (5),0,107,72,78,51,1,34,66,0,17194,0,
摩訶僧祇律,T 1425 (6),0,177,99,91,68,1,43,91,0,19727,0,
摩訶僧祇律,T 1425 (7),0,114,117,161,97,0,67,76,0,19435,0,
摩訶僧祇律,T 1425 (8),0,60,34,115,96,0,48,42,0,18353,0,
摩訶僧祇律,T 1425 (9),0,136,92,112,101,0,27,80,0,20878,0,
摩訶僧祇律,T 1425 (10),0,89,53,55,67,0,17,64,0,15287,0,
摩訶僧祇律,T 1425 (11),0,125,93,65,77,0,32,73,0,12424,0,
摩訶僧祇律,T 1425 (12),0,86,116,85,55,0,26,52,0,12444,0,
摩訶僧祇律,T 1425 (13),0,82,54,71,81,0,33,47,0,12816,0,
摩訶僧祇律,T 1425 (14),0,54,52,62,71,0,17,53,0,12318,0,
摩訶僧祇律,T 1425 (15),0,79,71,97,110,0,30,72,0,14978,0,
摩訶僧祇律,T 1425 (16),0,103,50,82,114,0,36,90,0,16267,0,
摩訶僧祇律,T 1425 (17),0,116,89,117,123,1,33,85,0,16979,0,
摩訶僧祇律,T 1425 (18),0,103,117,113,110,0,40,74,0,18244,0,
摩訶僧祇律,T 1425 (19),0,87,80,61,76,0,36,73,0,18279,0,
摩訶僧祇律,T 1425 (20),0,107,55,120,114,0,42,86,0,19003,0,
摩訶僧祇律,T 1425 (21),0,58,78,142,92,1,45,124,0,17243,0,
摩訶僧祇律,T 1425 (22),0,44,67,189,105,0,51,203,0,18473,0,
摩訶僧祇律,T 1425 (23),0,65,56,100,78,0,40,20,0,14320,0,
摩訶僧祇律,T 1425 (24),0,75,27,95,85,1,39,26,0,14626,0,
摩訶僧祇律,T 1425 (25),0,32,19,30,37,0,10,17,0,16832,0,
摩訶僧祇律,T 1425 (26),0,123,21,44,160,0,40,34,0,16343,0,
摩訶僧祇律,T 1425 (27),0,79,25,88,108,0,55,40,0,17036,0,
摩訶僧祇律,T 1425 (28),0,112,61,51,58,0,27,45,0,17025,0,
摩訶僧祇律,T 1425 (29),1,94,74,90,66,0,28,33,0,14825,0,
摩訶僧祇律,T 1425 (30),0,128,75,66,154,0,35,59,0,16922,0,
摩訶僧祇律,T 1425 (31),0,71,40,79,102,0,45,44,0,16765,0,
摩訶僧祇律,T 1425 (32),0,101,54,93,97,0,54,49,0,14996,0,
摩訶僧祇律,T 1425 (33),0,63,37,47,53,0,21,36,0,11655,0,
摩訶僧祇律,T 1425 (34),0,27,30,52,82,0,36,139,0,14164,0,
摩訶僧祇律,T 1425 (35),0,48,32,52,94,0,43,178,0,13787,0,
摩訶僧祇律,T 1425 (36),0,93,78,58,89,0,28,66,0,14934,0,
摩訶僧祇律,T 1425 (37),0,54,104,55,83,0,20,41,0,13423,0,
摩訶僧祇律,T 1425 (38),0,47,61,47,128,0,45,53,0,16066,0,
摩訶僧祇律,T 1425 (39),0,45,46,45,108,0,24,81,0,13710,0,
摩訶僧祇律,T 1425 (40),0,48,28,46,56,1,38,71,0,13188,0,
僧祇比丘戒本,T 1426,0,40,30,78,49,0,17,94,0,14150,0,
雜藏經,T 745,2,50,38,9,15,2,13,7,0,6136,0,
方等檀特陀羅尼經,T 1339 (1),10,73,53,113,35,10,39,55,0,10113,0,
方等檀特陀羅尼經,T 1339 (2),9,58,65,124,23,7,39,61,0,9397,0,
方等檀特陀羅尼經,T 1339 (3),2,79,33,55,10,4,19,30,0,7322,0,
方等檀特陀羅尼經,T 1339 (4),6,72,72,77,33,4,37,40,0,8590,0,
決定毘尼經,T 325,0,83,3,162,11,1,6,37,0,9944,0,
佛所行讚,T 193 (1),22,15,3,62,11,0,24,33,0,12096,0,
佛所行讚,T 193 (2),40,39,19,56,24,2,37,37,0,13370,0,
佛所行讚,T 193 (3),34,15,10,45,27,4,40,44,0,10843,0,
佛所行讚,T 193 (4),25,20,7,83,28,2,34,31,0,14044,0,
佛所行讚,T 193 (5),68,33,14,41,27,4,36,61,0,13846,0,
佛所行讚,T 193 (6),24,19,23,78,22,2,27,19,0,10340,0,
佛所行讚,T 193 (7),20,15,10,105,21,7,29,40,0,11702,0,
觀世音授記經,T 371,1,18,14,52,24,0,19,26,0,8459,0,
彌沙塞律,T 1421 (1),7,99,59,70,42,0,42,42,0,12784,0,
彌沙塞律,T 1421 (2),6,116,111,111,40,2,56,24,0,16287,0,
彌沙塞律,T 1421 (3),9,123,114,148,72,5,63,54,0,16691,0,
彌沙塞律,T 1421 (4),1,130,100,141,72,3,65,46,0,16335,0,
彌沙塞律,T 1421 (5),3,94,72,195,58,0,67,22,0,15261,0,
彌沙塞律,T 1421 (6),2,112,101,249,48,1,92,33,0,18512,0,
彌沙塞律,T 1421 (7),0,101,60,239,83,0,107,41,0,17606,0,
彌沙塞律,T 1421 (8),0,126,105,219,71,1,116,42,0,19498,0,
彌沙塞律,T 1421 (9),1,139,93,274,60,0,122,31,0,19787,0,
彌沙塞律,T 1421 (10),0,48,37,322,44,0,94,53,0,12942,0,
彌沙塞律,T 1421 (11),0,80,89,134,50,1,58,32,0,11651,0,
彌沙塞律,T 1421 (12),0,67,43,142,26,0,89,16,0,13978,0,
彌沙塞律,T 1421 (13),0,42,25,229,26,0,124,11,0,12785,0,
彌沙塞律,T 1421 (14),0,20,6,250,8,0,150,9,0,15889,0,
彌沙塞律,T 1421 (15),8,90,40,29,76,10,35,45,0,12040,0,
彌沙塞律,T 1421 (16),10,90,55,82,54,2,37,30,0,12779,0,
彌沙塞律,T 1421 (17),0,82,92,165,74,3,47,38,0,14321,0,
彌沙塞律,T 1421 (18),0,66,26,236,41,1,45,19,0,16612,0,
彌沙塞律,T 1421 (19),0,44,50,104,24,0,19,25,0,10179,0,
彌沙塞律,T 1421 (20),1,85,33,221,43,1,25,14,0,14528,0,
彌沙塞律,T 1421 (21),6,81,32,176,32,1,36,23,0,13449,0,
彌沙塞律,T 1421 (22),3,68,33,160,57,1,48,14,0,14212,0,
彌沙塞律,T 1421 (23),0,83,28,42,33,0,45,5,0,10125,0,
彌沙塞律,T 1421 (24),2,88,32,75,51,2,35,30,0,11161,0,
彌沙塞律,T 1421 (25),4,74,28,73,39,9,33,21,0,10437,0,
彌沙塞律,T 1421 (26),2,76,44,261,39,2,45,18,0,16906,0,
彌沙塞律,T 1421 (27),0,24,12,75,29,0,19,10,0,8389,0,
彌沙塞律,T 1421 (28),1,42,26,71,26,0,10,14,0,10090,0,
彌沙塞律,T 1421 (29),0,49,28,92,50,0,39,32,0,11044,0,
彌沙塞律,T 1421 (30),3,86,38,42,35,2,47,18,0,8713,0,
彌沙塞比丘戒本,T 1422A,0,37,35,93,30,0,21,115,0,14082,0,
菩薩善戒,T 1582 (1),0,74,3,101,18,0,9,20,0,14550,0,
菩薩善戒,T 1582 (2),0,35,1,70,12,2,1,4,0,10200,0,
菩薩善戒,T 1582 (3),0,4,4,33,18,0,3,12,0,10076,0,
菩薩善戒,T 1582 (4),0,34,5,33,25,1,13,28,0,9832,0,
菩薩善戒,T 1582 (5),0,48,3,33,13,0,6,9,0,10221,0,
菩薩善戒,T 1582 (6),0,19,8,37,24,1,11,16,0,9363,0,
菩薩善戒,T 1582 (7),0,32,0,36,28,0,0,6,0,9024,0,
菩薩善戒,T 1582 (8),0,27,2,73,24,0,6,4,0,10657,0,
菩薩善戒,T 1582 (9),0,14,9,60,24,0,0,7,0,10717,0,
優婆塞五戒略論,T 1503,1,53,4,35,19,0,12,30,0,8901,0,
雜阿毘曇心,T 1552 (1),0,20,4,53,41,1,12,56,0,19227,0,
雜阿毘曇心,T 1552 (2),0,2,0,63,46,0,29,63,0,12357,0,
雜阿毘曇心,T 1552 (3),0,8,0,32,42,0,15,79,0,19677,0,
雜阿毘曇心,T 1552 (4),0,20,1,46,24,0,15,64,0,13664,0,
雜阿毘曇心,T 1552 (5),0,20,0,27,51,0,11,75,0,14898,0,
雜阿毘曇心,T 1552 (6),0,24,0,30,21,1,15,42,0,12165,0,
雜阿毘曇心,T 1552 (7),0,1,0,38,30,0,6,41,0,13345,0,
雜阿毘曇心,T 1552 (8),0,13,2,67,67,0,12,64,0,18964,0,
雜阿毘曇心,T 1552 (9),0,4,3,66,35,1,6,37,0,13653,0,
雜阿毘曇心,T 1552 (10),0,13,0,37,28,0,19,56,0,15498,0,
雜阿毘曇心,T 1552 (11),0,25,6,42,33,1,11,29,0,11149,0,
摩得勒伽經,T 1441 (1),0,29,10,24,29,0,4,9,0,13379,0,
摩得勒伽經,T 1441 (2),0,29,7,10,41,0,0,5,0,13237,0,
摩得勒伽經,T 1441 (3),0,41,14,25,43,0,2,12,0,12961,0,
摩得勒伽經,T 1441 (4),0,114,59,99,95,0,6,64,0,12894,0,
摩得勒伽經,T 1441 (5),0,67,31,37,65,0,6,27,0,13617,0,
摩得勒伽經,T 1441 (6),0,12,8,94,37,0,3,114,0,13669,0,
摩得勒伽經,T 1441 (7),0,17,7,5,23,0,1,20,0,12885,0,
摩得勒伽經,T 1441 (8),0,57,12,4,31,0,1,5,0,11889,0,
摩得勒伽經,T 1441 (9),0,11,10,8,21,0,0,7,0,8993,0,
摩得勒伽經,T 1441 (10),0,4,4,7,19,0,0,3,0,8739,0,
分別業報略,T 723,0,4,3,42,7,0,13,11,0,5783,0,
勸發諸王要偈,T 1673,0,4,0,27,2,0,1,20,0,3878,0,
觀普賢菩薩行法經,T 277,0,48,37,151,54,2,34,50,0,8844,0,
虛空藏觀經,T 409,6,7,10,22,4,0,4,13,0,5880,0,
禪祕要,T 613 (1),0,56,38,166,177,1,31,120,0,16415,0,
禪祕要,T 613 (2),1,132,32,160,112,1,37,126,0,17155,0,
禪祕要,T 613 (3),1,76,28,93,152,2,40,100,0,16503,0,
五門禪經要用法,T 619,0,166,18,92,81,0,10,40,0,13798,0,
四天王經,T 590,2,0,0,7,0,0,2,1,0,1458,0,
廣博嚴淨經,T 268 (1),0,25,14,106,17,2,30,8,0,7167,0,
廣博嚴淨經,T 268 (2),2,28,1,118,37,0,5,10,0,8197,0,
廣博嚴淨經,T 268 (3),0,14,0,128,45,0,1,16,0,9754,0,
廣博嚴淨經,T 268 (4),1,36,3,96,32,0,46,19,0,7118,0,
廣博嚴淨經,T 268 (5),0,61,6,89,25,6,19,12,0,8675,0,
廣博嚴淨經,T 268 (6),0,41,13,110,16,1,29,35,0,9173,0,
賢愚經,T 202 (1),26,141,53,56,52,8,91,58,0,14489,0,
新阿鋡經,T 99 (1),0,197,38,82,70,1,11,40,0,14022,0,
新阿鋡經,T 99 (2),0,223,14,95,103,0,21,26,0,15592,0,
新阿鋡經,T 99 (3),2,161,12,91,86,0,5,57,0,14569,0,
新阿鋡經,T 99 (4),0,86,15,66,48,0,30,33,0,12361,0,
新阿鋡經,T 99 (5),1,340,69,147,54,1,35,40,0,16275,0,
新阿鋡經,T 99 (6),0,122,20,51,71,0,0,36,0,10905,0,
新阿鋡經,T 99 (7),0,159,0,129,47,0,0,154,0,13809,0,
新阿鋡經,T 99 (8),0,157,23,121,122,1,12,45,0,14230,0,
新阿鋡經,T 99 (9),0,142,33,87,68,2,44,46,0,16754,0,
新阿鋡經,T 99 (10),0,148,29,94,71,0,18,48,0,16298,0,
新阿鋡經,T 99 (11),0,143,42,101,97,0,11,47,0,13310,0,
新阿鋡經,T 99 (12),0,109,20,77,39,0,23,33,0,15350,0,
新阿鋡經,T 99 (13),0,110,28,91,99,0,15,31,0,13560,0,
新阿鋡經,T 99 (14),0,94,24,98,63,3,23,42,0,14970,0,
新阿鋡經,T 99 (15),0,86,19,161,145,1,3,78,0,15586,0,
新阿鋡經,T 99 (16),0,86,32,140,62,0,8,52,0,15416,0,
新阿鋡經,T 99 (17),0,101,16,143,78,0,9,28,0,16645,0,
新阿鋡經,T 99 (18),0,106,29,44,101,0,17,62,0,15042,0,
新阿鋡經,T 99 (19),0,89,26,122,67,1,41,37,0,12443,0,
新阿鋡經,T 99 (20),0,70,12,64,63,1,6,26,0,13170,0,
新阿鋡經,T 99 (21),0,114,44,109,69,0,21,30,0,14317,0,
新阿鋡經,T 99 (22),0,97,21,78,57,1,19,15,0,13333,0,
新阿鋡經,T 99 (23),4,168,31,133,34,0,91,95,0,16445,0,
新阿鋡經,T 99 (24),0,87,26,82,73,0,11,43,0,12697,0,
新阿鋡經,T 99 (25),0,67,13,87,29,0,68,38,0,7851,0,
新阿鋡經,T 99 (26),0,102,7,209,117,0,1,52,0,18075,0,
新阿鋡經,T 99 (27),0,74,6,106,148,2,10,27,0,14249,0,
新阿鋡經,T 99 (28),0,87,13,114,120,0,5,26,0,14850,0,
新阿鋡經,T 99 (29),0,85,26,127,121,0,18,31,0,14216,0,
新阿鋡經,T 99 (30),0,120,23,100,115,0,35,50,0,12239,0,
新阿鋡經,T 99 (31),0,64,3,125,75,0,3,4,0,13890,0,
新阿鋡經,T 99 (32),0,122,26,58,50,9,31,27,0,14603,0,
新阿鋡經,T 99 (33),0,91,30,83,68,0,12,30,0,15748,0,
新阿鋡經,T 99 (34),0,123,46,122,73,1,28,61,0,18224,0,
新阿鋡經,T 99 (35),0,206,35,68,70,1,38,45,0,16578,0,
新阿鋡經,T 99 (36),0,77,12,84,47,0,21,9,0,12706,0,
新阿鋡經,T 99 (37),0,165,50,83,82,0,26,35,0,18947,0,
新阿鋡經,T 99 (38),0,104,77,74,80,1,23,34,0,13272,0,
新阿鋡經,T 99 (39),0,119,27,67,74,0,56,44,0,13039,0,
新阿鋡經,T 99 (40),0,88,47,103,61,0,22,66,0,12481,0,
新阿鋡經,T 99 (41),0,107,67,100,46,1,26,61,0,13172,0,
新阿鋡經,T 99 (42),0,62,16,35,34,2,20,33,0,11809,0,
新阿鋡經,T 99 (43),0,65,33,109,60,0,28,64,0,13570,0,
新阿鋡經,T 99 (44),0,97,33,63,64,0,56,34,0,13958,0,
新阿鋡經,T 99 (45),0,136,35,85,95,0,47,38,0,13067,0,
新阿鋡經,T 99 (46),0,56,2,62,45,0,13,48,0,11576,0,
新阿鋡經,T 99 (47),0,137,39,121,70,0,19,59,0,16344,0,
新阿鋡經,T 99 (48),0,72,14,44,40,3,17,24,0,13680,0,
新阿鋡經,T 99 (49),0,64,23,51,37,0,22,27,0,13116,0,
新阿鋡經,T 99 (50),0,117,59,66,64,1,59,48,0,16206,0,
大法鼓經,T 270 (1),1,48,39,47,13,1,22,38,0,9609,0,
大法鼓經,T 270 (2),0,132,31,62,20,1,31,68,0,10382,0,
勝鬘經,T 353,0,47,16,40,20,0,23,22,0,11287,0,
八吉祥經,T 430,0,1,0,11,3,0,9,1,0,1307,0,
楞伽阿跋多羅寶經,T 670 (1),4,57,13,121,30,1,10,39,0,16255,0,
楞伽阿跋多羅寶經,T 670 (2),1,66,11,68,21,0,2,25,0,14647,0,
楞伽阿跋多羅寶經,T 670 (3),0,106,25,60,14,0,3,25,0,13063,0,
楞伽阿跋多羅寶經,T 670 (4),1,92,9,110,18,0,3,25,0,15225,0,
央掘魔羅經,T 120 (1),0,343,576,25,9,0,239,324,0,13650,0,
央掘魔羅經,T 120 (2),0,76,69,123,18,1,54,48,0,13895,0,
央掘魔羅經,T 120 (3),0,110,24,61,2,0,16,13,0,10300,0,
央掘魔羅經,T 120 (4),0,74,19,65,16,0,26,76,0,11791,0,
過去現在因果經,T 189 (1),1,72,24,152,48,1,50,46,0,12986,0,
過去現在因果經,T 189 (2),4,128,53,137,70,11,92,52,0,13828,0,
過去現在因果經,T 189 (3),2,137,53,81,56,9,92,43,0,14990,0,
過去現在因果經,T 189 (4),0,174,65,98,99,11,71,49,0,14625,0,
相續解脫經,T 678,0,12,0,44,18,0,2,9,0,7039,0,
觀彌勒菩薩生兜率天經,T 452,0,12,6,47,7,1,11,14,0,4350,0,
禪要祕密治病經,T 620 (1),1,7,20,81,31,0,6,46,0,9663,0,
禪要祕密治病經,T 620 (2),0,9,16,75,34,0,10,44,0,8992,0,
念佛三昧經,T 414 (1),0,71,22,103,50,20,28,22,0,11355,0,
念佛三昧經,T 414 (2),12,160,23,112,23,6,48,41,0,11274,0,
念佛三昧經,T 414 (3),0,73,2,127,15,4,25,17,0,12594,0,
念佛三昧經,T 414 (4),1,40,9,148,32,6,8,88,0,12518,0,
念佛三昧經,T 414 (5),0,35,14,176,20,7,18,62,0,11759,0,
破魔陀羅尼經,T 1014,0,11,3,75,14,1,9,24,0,6530,0,
十誦羯磨,T 1439,0,112,108,49,73,0,37,48,0,16092,0,
十誦比丘尼戒本,T 1437,0,48,73,91,34,0,17,160,0,18359,0,
雜寶藏經,T 203 (1),0,117,54,61,35,8,46,36,0,12165,0,
雜寶藏經,T 203 (2),1,114,45,48,37,19,57,46,0,11586,0,
雜寶藏經,T 203 (3),0,84,37,53,19,11,38,22,0,11294,0,
雜寶藏經,T 203 (4),1,72,33,17,27,15,44,15,0,7790,0,
雜寶藏經,T 203 (5),0,56,27,29,14,39,32,10,0,7527,0,
雜寶藏經,T 203 (6),0,100,24,50,24,7,46,25,0,8218,0,
雜寶藏經,T 203 (7),1,87,27,35,20,25,34,11,0,7477,0,
雜寶藏經,T 203 (8),0,69,45,45,11,6,34,26,0,7801,0,
雜寶藏經,T 203 (9),1,74,33,33,37,16,40,38,0,9143,0,
雜寶藏經,T 203 (10),1,85,10,34,42,11,39,16,0,7438,0,
付法藏因緣經,T 2058 (1),9,64,27,47,38,9,41,38,0,6772,0,
付法藏因緣經,T 2058 (2),14,59,16,44,19,4,33,43,0,5931,0,
付法藏因緣經,T 2058 (3),15,59,35,22,33,7,44,29,0,7049,0,
付法藏因緣經,T 2058 (4),6,54,36,20,22,10,28,26,0,6855,0,
付法藏因緣經,T 2058 (5),24,82,41,41,29,13,41,51,0,9066,0,
付法藏因緣經,T 2058 (6),23,64,33,32,24,8,24,41,0,6289,0,
方便心論,T 1632,0,119,72,37,22,0,23,31,0,9947,0,
無量義經,T 276,0,21,9,90,18,1,12,16,0,10831,0,
善見毘婆沙律,T 1462 (1),0,95,31,80,127,3,39,53,0,15694,0,
善見毘婆沙律,T 1462 (2),0,81,18,93,127,16,43,39,0,13455,0,
善見毘婆沙律,T 1462 (3),0,61,15,43,62,6,33,21,0,8480,0,
善見毘婆沙律,T 1462 (4),0,50,12,40,37,5,13,26,0,16779,0,
善見毘婆沙律,T 1462 (5),0,100,20,96,83,3,37,57,0,17145,0,
善見毘婆沙律,T 1462 (6),0,70,42,57,70,2,30,27,0,14607,0,
善見毘婆沙律,T 1462 (7),0,131,17,38,33,0,43,25,0,12483,0,
善見毘婆沙律,T 1462 (8),0,58,53,53,78,3,21,36,0,16384,0,
善見毘婆沙律,T 1462 (9),0,46,35,24,24,0,14,23,0,13610,0,
善見毘婆沙律,T 1462 (10),0,57,24,55,70,4,24,29,0,14000,0,
善見毘婆沙律,T 1462 (11),0,34,35,42,73,1,25,30,0,14292,0,
善見毘婆沙律,T 1462 (12),0,82,15,27,72,3,34,25,0,14509,0,
善見毘婆沙律,T 1462 (13),1,102,89,45,39,0,15,38,0,13788,0,
善見毘婆沙律,T 1462 (14),0,47,19,31,36,0,13,27,0,10233,0,
善見毘婆沙律,T 1462 (15),0,34,19,30,71,2,9,25,0,14119,0,
善見毘婆沙律,T 1462 (16),0,71,45,34,58,1,31,31,0,13840,0,
善見毘婆沙律,T 1462 (17),0,51,14,28,63,1,24,13,0,9802,0,
善見毘婆沙律,T 1462 (18),0,13,5,3,19,1,3,6,0,9771,0,
百句譬喻經,T 209 (1),1,47,25,11,17,18,20,13,0,5446,0,
百句譬喻經,T 209 (2),0,39,34,14,22,20,14,14,0,4718,0,
百句譬喻經,T 209 (3),0,43,18,30,25,11,11,9,0,6032,0,
百句譬喻經,T 209 (4),0,42,27,18,18,33,10,15,0,6969,0,
道地經中要語章,T 608,0,1,0,1,1,0,2,35,0,2245,0,
梵志頗波羅延問尊種經,T 71,0,80,0,5,0,0,8,21,0,4143,0,
颰披陀菩薩經,T 419,2,22,8,42,61,0,6,25,0,7676,0,
魔王入目犍蘭腹經,T 66,0,39,25,23,25,1,5,50,0,4480,0,
佛本行經,T 193,233,156,86,470,160,21,227,265,0,86145,0,
河中大聚沫經,T 106,0,0,1,7,11,0,0,6,0,1110,0,
聞城譬經,T 713,0,5,0,10,11,0,1,2,0,2680,0,
自守亦不自守經,T 107,0,0,0,1,12,0,0,0,0,403,0,
聽施比丘經,T 504,0,9,2,22,3,0,5,12,0,1781,0,
善馬有三相經,T 114,0,0,0,1,1,0,0,3,0,409,0,
馬有八弊惡態經,T 115,0,1,0,2,0,0,0,0,0,578,0,
彌連經,T 152(39),7,0,0,8,0,1,2,1,0,1186,0,
阿鳩留經,T 529,0,31,0,3,5,1,6,5,0,2025,0,
栴檀樹經,T 805,0,4,3,2,1,1,7,10,0,1511,0,
修行本起經,T 184,38,51,31,86,24,5,60,85,0,19703,0,
菩薩道樹經,T 532,13,27,1,39,14,0,13,55,0,7081,0,
