CSZJJ,taisho_no,subject_wu,subject_wo,subject_ru,past_tense_yi,past_tense_xi,present_tense_jin,future_tense_dang,future_tense_danglai,char_count,is_indiginous,error
八念經,T 46,2,3,6,4,11,0,1,17,0,2135,0,
禪行三十七品經,T 604,0,0,0,7,3,0,0,2,0,1365,0,
諸法本經,T 59,1,0,0,17,1,0,0,4,0,445,0,
申日經,T 535,6,24,9,20,11,1,19,18,0,3195,1,
月光童子經,T 534,16,20,6,24,13,3,13,20,0,4714,1,
梵志孫陀耶致經,T 582,9,0,2,5,1,0,3,1,0,1470,0,
枯樹經,T 806,0,0,0,3,0,0,2,4,0,486,0,
法律三昧經,T 631,2,9,1,10,14,1,4,13,0,4859,0,
三十二相經,T 26 (59),1,3,3,14,3,0,4,2,0,2189,0,
演道俗經,T 820,2,2,0,11,2,0,1,8,0,6219,0,
黑氏梵志經,T 583,4,4,0,6,7,0,5,11,0,2147,0,
大愛道般泥洹經,T 144,0,31,6,6,39,0,7,25,0,3879,0,
頗多和多耆經,T 740,0,4,0,3,2,0,2,2,0,773,0,
五母子經,T 555,0,39,1,0,1,1,3,8,0,1226,0,
無垢賢經,T 562,1,9,6,12,1,0,2,4,0,1866,0,
八關齋經,T 89,0,9,0,4,3,0,9,5,0,818,0,
逝經,T 528,0,24,12,5,1,0,7,29,0,2199,0,
生死變化經,T 796,0,7,6,41,21,0,4,12,0,4886,0,
文陀竭王經,T 40,0,23,6,3,1,1,0,3,0,1714,0,
耶祇經,T 542,0,14,2,2,3,0,8,9,0,1162,0,
五福德經,T 777,0,0,0,2,0,0,0,0,0,648,0,
末羅王經,T 517,1,8,1,1,0,1,2,4,0,998,0,
長者音悅經,T 531,3,18,5,5,3,6,8,13,0,3002,0,
梵皇經,T 152 (91),1,2,1,5,0,2,0,3,0,594,0,
僧大經,T 541,29,20,10,10,4,0,8,9,0,4127,0,
法常住經,T 819,0,0,0,8,1,0,2,2,0,756,0,
大小諫王經,T 514,1,1,0,6,0,1,2,19,0,1982,0,
波耶匿王經,T 122,0,5,0,0,2,0,1,22,0,1569,0,
旃陀越國王經,T 518,1,13,3,4,2,2,4,11,0,1755,0,
迦葉戒經,T 1469,1,7,0,2,0,0,0,2,0,1574,0,
摩達王經,T 519,0,9,1,0,3,1,5,5,0,737,0,
五恐怖世經,T 1481,0,0,0,1,0,0,0,12,0,752,0,
進學經,T 798,0,0,0,1,1,0,0,0,0,493,0,
四飯法經,T 521,0,3,1,2,2,0,2,3,0,752,0,
十二死經,T 753,0,1,1,2,0,0,0,3,0,529,0,
五無反復經,T 751a,2,18,0,0,5,0,3,0,0,1646,0,
治身經,T 795,0,1,0,1,7,0,1,2,0,746,0,
治意經,T 96,0,0,0,0,11,0,3,3,0,499,0,
十善十惡經,T 729,1,5,2,22,19,0,25,19,0,11024,0,
兜調經,T 78,0,15,14,5,0,0,5,9,0,2129,0,
十夢經,T 147,2,5,3,4,0,0,2,15,0,1375,0,
長者辯意經,T 544,5,4,1,23,7,2,7,21,0,5624,0,
長者須達經,T 73,0,5,1,7,5,1,4,7,0,1608,0,
孝子報恩經,T 687,0,0,0,8,1,0,1,4,0,1128,0,
孝子睒經,T 174,0,45,1,14,5,0,14,14,0,3659,0,
自愛不自愛經,T 742,5,0,0,12,3,2,3,3,0,2956,0,
長壽王經,T 161,5,66,9,6,1,2,18,11,0,3269,0,
薩和檀王經,T 152 (13),1,17,5,2,2,1,12,5,0,1259,0,
未生怨經,T 507,20,2,15,6,3,0,8,9,0,1971,0,
須摩提女經,T 128a,0,36,10,5,0,1,14,19,0,3418,0,
賢首夫人經,T 570,0,2,1,7,1,0,2,2,0,1760,0,
玉耶女經,T 142,1,3,2,2,1,0,4,8,0,1715,0,
新歲經,T 62,0,2,6,33,26,0,24,5,0,3410,0,
阿難八夢經,T 494,0,2,2,1,0,0,0,5,0,673,0,
九色鹿經,T 181a,2,27,9,3,2,1,5,6,0,1480,0,
五苦章句經,T 741,12,13,37,27,11,4,6,30,0,8071,0,
佛滅度後棺歛葬送經,T 392,10,0,0,7,0,0,1,15,0,1996,0,
婦遇對經,T 571,0,2,0,3,1,0,0,1,0,1027,0,
羅芸忍辱經,T 500,7,3,0,3,2,0,1,7,0,1646,0,
蜜蜂王經,T 152 (64),1,3,0,3,1,0,2,10,0,1077,0,
呵調阿那含經,T 538,0,12,2,6,5,0,2,2,0,1066,0,
戒德香經,T 116,0,1,1,2,0,0,0,1,0,923,0,
鬼子母經,T 1262,0,6,5,20,3,0,3,13,0,5544,0,
內外六波羅蜜經,T 778,0,0,1,3,2,0,0,10,0,1798,1,
弗迦沙王經,T 511,0,36,0,15,7,0,5,18,0,4031,0,
七車經,T 26 (9),0,22,0,21,8,1,8,5,0,3511,0,
阿拔經,T 20,12,56,33,16,24,1,18,41,0,8554,0,
堅心經,T 733,1,1,2,3,1,0,1,9,0,963,0,
太子和休經,T 344,0,5,0,6,2,0,1,6,0,1938,0,
分陀利經,T 265,0,29,1,5,1,0,3,8,0,2129,0,
無悕望經,T 813,25,24,4,131,17,1,23,42,0,13023,0,
胎中女經,T 563,0,96,15,128,7,0,2,26,0,13143,0,
普達王經,T 522,5,2,0,8,4,1,12,10,0,2194,0,
長者威勢經,T 330,10,7,1,38,6,0,3,29,0,3934,0,
鹹水喻經,T 29,0,4,3,12,7,0,3,3,0,950,0,
彌勒當來生經,T 457,0,4,0,8,1,0,2,11,0,1442,0,
放鉢經,T 629,1,15,5,53,3,0,14,12,0,4158,0,
法海經,T 34,14,2,6,3,7,0,3,2,0,1607,0,
以身施餓虎經,T 172,21,27,5,32,24,2,40,13,0,6527,0,
淨行經,T 579,1,54,17,68,69,19,11,24,0,20273,0,
金剛三昧經,T 273,0,47,26,105,12,1,16,11,0,17001,0,
大愛道受誡經,T 1478,1,68,13,30,23,1,24,185,0,18551,0,
長者法志妻經,T 572,1,3,2,10,1,0,4,3,0,2005,0,
七智經,T 27,0,0,0,5,1,0,0,1,0,1151,0,
難龍王經,T 597,1,40,87,93,23,1,76,25,0,14377,0,
三慧經,T 768,0,31,13,8,21,2,14,42,0,7597,0,
阿難為蠱道呪經,T 551,0,46,21,4,7,0,5,4,0,1778,0,
菩薩本行經,T 188,23,57,9,11,3,2,26,42,0,6974,0,
太子辟羅經,T 596,3,1,0,2,1,0,4,1,0,1030,0,
沙彌羅經,T 750,0,34,2,1,1,1,2,4,0,1017,0,
八德經,T 35,14,0,0,6,2,0,3,2,0,1482,0,
大方便報恩經,T 156,38,506,230,454,265,2,265,217,0,75487,1,
分別功德經,T 1507,12,178,97,166,81,53,91,137,0,43094,0,
道神足無極變化經,T 816,2,96,13,244,70,0,25,57,0,31911,0,
羅摩伽經,T 294,1,216,39,544,84,6,37,37,0,41177,0,
儒首菩薩無上清淨分衛經,T 234,49,12,5,193,44,0,10,66,0,16587,0,
菩薩瓔珞本業經,T 1485,15,54,26,82,35,8,59,47,0,24683,1,
興起行經,T 197,1,141,54,77,67,9,64,102,0,19795,0,
淨度三昧經,X 15,4,15,2,42,9,0,8,10,0,8879,1,
未曾有因經,T 688,0,4,5,4,5,0,0,4,0,1991,0,
摩訶摩耶經,T 383,3,110,39,136,112,13,73,45,0,17432,0,
那先經,T 1670A,0,121,7,80,24,2,26,77,0,17484,0,
舊譬喻經,T 206,10,185,88,55,39,65,39,99,0,21056,0,
大比丘威儀經,T 1470,0,13,2,6,24,0,8,230,0,10771,0,
觀無量壽經,T 365,2,26,24,71,38,2,14,43,0,9986,0,
採華違王上佛授記妙華經,T 510,0,3,1,5,0,1,3,5,0,1196,0,
佛心總持經,T 154 (19),0,4,1,14,3,0,3,21,0,1398,0,
佛以三事笑經,T 152 (65),9,0,0,1,1,2,3,1,0,822,0,
作佛形像經,T 692,0,7,2,6,1,0,2,8,0,1509,0,
千佛因緣經,T 426,1,92,28,86,38,1,67,31,0,11841,0,
稱揚諸佛功德經,T 434,2,34,7,64,6,0,25,72,0,11465,0,
八部佛名經,T 429,1,1,2,25,1,0,9,8,0,1599,0,
賢劫千佛名經,T 447A,0,1,2,49,39,1,43,9,0,12639,0,
觀藥王藥上二菩薩經,T 1161,3,53,17,99,34,5,29,34,0,9635,0,
請觀世音經,T 1043,0,28,6,26,12,2,10,24,0,5937,0,
文殊師利般涅槃經,T 463,0,5,4,15,5,0,4,9,0,2193,0,
無垢施菩薩分別應辯經,T 310 (33),1,83,32,133,26,1,11,37,0,14603,0,
無言菩薩經,T 397(6),4,65,38,145,30,2,17,35,0,17275,0,
異出菩薩本起經,T 188,23,57,9,11,3,2,26,42,0,6974,0,
大方廣菩薩十地經,T 308,0,1,2,20,2,0,2,21,0,3864,0,
菩薩生地經,T 533,0,1,0,4,4,0,1,5,0,1613,0,
菩薩求佛本業經,T 282,0,0,0,55,3,0,3,6,0,7418,0,
菩薩受齋經,T 1502,0,12,0,2,1,0,7,23,0,1425,0,
菩薩以明離鬼妻經,T 152 (85),12,0,0,3,1,1,0,1,0,667,0,
六菩薩名經,T 491,0,1,0,10,0,0,0,4,0,615,0,
迦葉赴佛泥洹經,T 393,1,4,1,12,3,1,5,0,0,1311,0,
迦葉責阿難雙度羅漢喻經,T 2027,8,15,25,19,22,0,11,21,0,4560,0,
摩訶迦葉度貧母經,T 497,9,5,2,2,3,1,6,6,0,2455,0,
阿難同學經,T 149,0,1,4,0,18,0,3,5,0,1798,0,
阿難問事佛吉凶經,T 492a,0,5,1,5,2,0,1,9,0,2747,0,
迦旃延無常經,T 154 (17),2,3,0,13,3,0,1,10,0,1144,0,
請賓頭盧法,T 1689,0,10,5,1,1,0,0,1,0,867,0,
尊者薄拘羅經,T 26 (34),0,15,5,13,10,0,1,2,0,1426,0,
尊者瞿低迦獨一思惟經,T 99 (1091),0,8,3,5,7,0,3,4,0,1046,0,
優陀夷坐樹下寂靜調伏經,T 99 (253),0,13,5,13,10,0,7,3,0,1998,0,
鴦掘髻經,T 119,0,28,9,14,17,0,11,14,0,3304,0,
浮彌經,T 26 (173),0,9,2,3,6,0,1,1,0,2886,0,
難提釋經,T 113,0,6,0,4,43,0,3,12,0,2084,0,
調達教人為惡經,T 152 (69),5,0,0,1,0,1,0,0,0,356,0,
瞻婆比丘經,T 64,0,3,10,7,38,0,3,11,0,1705,0,
沙曷比丘功德,T 501,4,3,1,3,2,0,1,5,0,1377,0,
分衛比丘經,T 154 (2),8,8,1,3,0,0,7,7,0,1417,0,
比丘各言志經,T 154 (16),5,1,2,15,3,0,5,3,0,3104,0,
比丘疾病經,T 154 (26),3,2,0,1,1,0,6,5,0,1161,0,
比丘避女惡名欲自殺經,T 503,0,8,6,3,3,0,5,2,0,525,0,
佛為年少比丘說正事經,T 502,0,6,1,21,9,0,4,4,0,1004,0,
長者子六過出家經,T 134,0,11,4,6,4,0,0,1,0,1137,0,
出家緣經,T 791,0,1,0,1,1,0,1,1,0,1053,0,
瞿曇彌經,T 26 (116),0,28,8,21,6,0,6,38,0,4655,0,
瞿曇彌記果經,T 60,0,26,8,18,33,0,3,64,0,3741,0,
佛母般泥洹經,T 145,16,4,4,16,5,0,7,7,0,2433,0,
比丘尼現變經,T 154 (43),0,2,0,5,1,1,2,2,0,566,0,
旃闍摩暴志謗佛經,T 154 (9),1,4,2,6,0,0,0,1,0,699,0,
優波離問佛經,T 1466,0,27,0,0,98,0,0,34,0,14654,0,
沙彌威儀,T 1472,0,2,1,1,27,0,2,169,0,5300,0,
沙彌尼戒,T 1474,0,3,0,3,1,0,0,8,0,2552,0,
受十善戒經,T 1486,1,17,74,53,5,1,62,73,0,10797,0,
優婆塞五戒經,T 1503,1,53,4,35,19,0,12,30,0,8901,0,
弟子學有三輩經,T 767,0,1,3,1,0,0,0,11,0,1531,0,
弟子死復生經,T 826,0,15,2,14,5,0,6,41,0,3648,0,
頂生王故事經,T 39,0,35,3,5,13,5,4,9,0,3067,0,
頻毘婆王詣佛供養經,T 133,0,15,4,11,12,0,5,6,0,2517,0,
阿闍世王問五逆經,T 508,0,20,1,4,11,0,2,51,0,2938,0,
阿闍世王受決經,T 509,0,23,6,6,9,0,8,18,0,2190,0,
優填王經,T 332,12,2,2,3,3,1,3,6,0,2787,0,
鏡面王經,T 152 (89),1,7,8,3,2,0,3,3,0,1228,0,
察微王經,T 152 (90),3,1,0,1,0,1,3,0,0,1006,0,
桀貪王經,T 198 (1),0,25,2,4,10,0,9,13,0,2709,0,
薩羅王經,T 520,1,0,0,9,9,1,4,5,0,1944,0,
國王五人經,T 152 (24),13,5,0,14,1,1,4,3,0,2995,0,
舍頭諫太子二十八宿經,T 1301,33,25,13,88,7,4,20,44,0,16131,0,
太子刷護經,T 343,0,5,0,6,2,0,0,7,0,2421,0,
誨子經,T 154 (38),4,0,0,1,0,1,1,3,0,1654,0,
五百幼童經,T 154 (33),2,0,0,6,0,0,1,0,0,639,0,
逝童子經,T 527,3,6,5,5,3,0,6,7,0,1628,0,
長者詣佛說子婦不恭經,T 143,1,5,4,2,2,0,1,12,0,2354,0,
長者子制經,T 526,0,25,37,5,1,0,8,35,0,2282,0,
長者子懊惱三處經,T 525,0,4,0,6,2,0,0,0,0,1292,0,
十支居士八城人經,T 92,0,6,0,15,18,0,3,7,0,1529,0,
婆羅門子命終愛念不離經,T 91,0,26,10,7,42,1,7,24,0,2218,0,
婆羅門避死經,T 131,0,3,0,1,0,1,0,2,0,461,0,
佛為黃竹園老婆羅門說學經,T 75,0,31,7,7,15,0,8,5,0,2076,0,
審裸形子經,T 154 (27),4,10,4,14,0,0,3,8,0,2143,0,
仙人撥劫經,T 154 (52),8,2,2,4,3,1,4,3,0,1033,0,
五仙人經,T 154 (11),13,2,1,4,2,0,5,9,0,2235,0,
光華梵志經,T 154 (14),1,0,0,2,1,0,1,0,0,895,0,
梵志計水淨經,T 51,0,2,3,6,7,0,2,5,0,1052,0,
前世諍女經,T 154 (7),2,6,0,7,0,0,4,3,0,869,0,
三摩竭經,T 129,0,41,8,33,5,0,18,30,0,4299,0,
摩鄧女經,T 1300,27,68,72,57,38,6,51,79,0,18426,0,
釋家畢罪經,T 152 (54),10,2,0,15,2,2,4,2,0,2563,0,
殺身濟賈人經,T 152 (67),6,0,0,2,0,1,2,0,0,545,0,
殺龍濟一國人經,T 152 (70),8,0,0,4,0,1,0,1,0,701,0,
懈怠耕者經,T 827,0,1,1,6,3,0,1,3,0,891,0,
善生子經,T 17,2,3,2,1,14,0,0,46,0,4160,0,
尸迦羅越六向拜經,T 16,0,4,2,4,1,0,3,45,0,2504,0,
貧窮老公經,T 797,0,10,3,0,5,1,10,6,0,1877,0,
老母經,T 561,0,5,0,9,1,1,2,4,0,1282,0,
負為牛者經,T 154 (39),3,1,0,2,0,0,2,2,0,1107,0,
阿遬達經,T 141,0,4,2,4,0,0,2,13,0,943,0,
樹提伽經,T 540,1,11,0,10,0,2,3,0,0,1566,0,
鞞摩肅經,T 90,0,24,6,5,19,0,0,5,0,2467,0,
那賴經,T 154 (1),0,2,0,14,1,0,2,2,0,1358,0,
大意經,T 177,3,28,1,5,4,3,12,7,0,2803,0,
申日兜本經,T 536,0,3,0,14,7,0,5,4,0,1608,0,
舅甥經,T 154 (12),5,2,0,5,1,3,0,6,0,1650,0,
越難經,T 537,0,9,6,2,2,0,4,5,0,1086,0,
鸚鵡經,T 79,0,33,24,6,48,0,10,47,0,4892,0,
水牛王經,T 154 (30),0,2,0,12,1,1,0,2,0,861,0,
兔王經,T 154 (31),3,3,1,7,3,1,3,6,0,787,0,
拘薩羅國烏王經,T 154 (47),4,8,6,9,0,1,9,5,0,1397,0,
雀王經,T 152 (51),3,0,0,2,0,1,0,1,0,305,0,
孔雀經,T 154 (51),1,2,0,17,0,0,6,1,0,1027,0,
野雞經,T 154 (6),11,9,3,6,0,1,4,13,0,1464,0,
大魚事經,T 216,0,5,10,13,4,2,1,4,0,1003,0,
蠱狐烏經,T 154 (25),1,0,1,4,0,0,3,0,0,827,0,
犢子經,T 808,0,15,3,1,0,0,3,6,0,1094,0,
驢駝經,T 154 (50),4,6,1,10,0,0,7,4,0,1056,0,
猘狗經,T 214,0,4,3,1,0,0,2,8,0,1088,0,
鱉獼猴經,T 154 (10),11,5,0,3,1,0,4,4,0,918,0,
鬼問目連經,T 734,0,20,22,4,15,1,14,1,0,2191,0,
鐵城泥犁經,T 42,0,14,25,8,2,0,3,15,0,2585,0,
泥犁經,T 86,0,28,6,20,5,0,6,28,0,7034,0,
十八泥犁經,T 731,0,0,0,0,11,0,0,20,0,3215,0,
四泥犁經,T 139,0,0,0,10,0,0,0,0,0,894,0,
罪業報應教化地獄經,T 724,0,5,1,12,9,0,3,4,0,3845,0,
鹽王五天使者經,T 43,0,6,16,4,5,0,5,13,0,1569,0,
數經,T 70,0,18,14,13,18,0,5,17,0,2662,0,
時經,T 794a,0,5,2,7,2,0,0,4,0,1131,0,
意經,T 82,0,3,4,0,36,0,1,0,0,1541,0,
罵意經,T 732,0,25,6,5,20,0,8,57,0,9111,0,
法觀經,T 611,0,5,3,1,9,0,2,31,0,3167,0,
身觀經,T 612,0,0,0,1,8,0,1,9,0,1220,0,
伏婬經,T 65,0,1,1,1,15,0,0,0,0,1558,0,
離睡經,T 47,0,10,20,3,11,0,0,49,0,1404,0,
應法經,T 83,0,2,0,2,14,0,2,6,0,2115,0,
樂想經,T 56,0,25,0,4,4,0,6,0,0,554,0,
尊上經,T 77,0,19,8,2,25,0,2,25,0,1919,0,
柔軟經,T 26 (117),0,31,0,3,4,3,0,0,0,1123,0,
處處經,T 730,0,48,15,25,13,5,10,45,0,9561,0,
閑居經,T 154 (13),1,4,3,6,3,0,1,7,0,1062,0,
何苦經,T 26 (148),0,2,1,0,3,0,0,11,0,2156,0,
貧窮經,T 26 (125),0,9,0,19,7,0,0,0,0,1562,0,
求欲經,T 49,0,21,1,133,77,1,0,31,0,5905,0,
分別經,T 738,5,4,4,5,8,0,3,30,0,3552,0,
慢法經,T 739,0,1,0,2,0,0,0,3,0,841,0,
邪見經,T 93,0,7,3,0,4,0,5,3,0,720,0,
積骨經,T 150A (30),0,1,0,0,0,0,0,1,0,185,0,
苦陰經,T 53,0,12,0,21,14,0,5,10,0,3009,0,
灌臘經,T 391,0,0,0,2,0,0,0,6,0,612,0,
受歲經,T 50,0,20,0,37,37,0,4,31,0,2353,0,
腹使經,T 154 (28),3,5,3,22,2,0,8,5,0,2019,0,
持齋經,T 26 (202),0,57,2,7,11,0,12,7,0,5190,0,
盂蘭經,T 685,1,1,5,1,1,0,2,5,0,1179,1,
恒水戒經,T 33,0,4,2,14,6,0,5,14,0,1851,0,
寂志果經,T 22,4,52,4,25,38,0,13,44,0,9621,0,
戒消災經,T 1477,24,7,9,2,7,0,8,4,0,2496,0,
法滅盡經,T 396,6,0,0,5,0,0,2,4,0,1271,1,
是我所經,T 154 (5),2,11,1,9,0,0,3,4,0,1029,0,
阿耨風經,T 58,0,23,4,4,19,0,4,24,0,3342,0,
惟日雜難經,T 760,0,27,3,11,21,0,6,61,0,9470,0,
內身觀章經,T 610,1,6,0,9,3,0,0,2,0,1994,0,
忠心政行經,T 743,11,3,15,18,7,0,1,28,0,3161,0,
罪業報應經,T 747a,2,0,0,6,1,0,2,5,0,2115,0,
摩訶剎頭經,T 696,0,3,0,10,0,0,7,10,0,1985,0,
金剛清淨經,T 644,0,3,3,27,3,1,4,16,0,3787,0,
淨除業障經,T 1494,0,65,18,136,25,1,26,50,0,9706,0,
相應相可經,T 111,0,0,0,1,0,0,0,1,0,572,0,
商人求財經,T 26 (136),0,146,13,58,24,1,3,23,0,5609,0,
前世三轉經,T 178,1,42,10,28,8,1,9,21,0,3533,0,
阿含正行經,T 151,0,4,9,10,4,0,1,21,0,1965,0,
摩訶乘寶嚴經,T 351,4,51,4,107,21,3,5,38,0,12205,0,
父母恩難報經,T 684,0,0,0,7,0,0,0,4,0,573,1,
犯戒罪報輕重經,T 1467,0,1,3,4,1,0,1,2,0,1026,0,
大乘方等要慧經,T 348,2,1,2,2,0,0,0,2,0,439,0,
仁王護國般若波羅蜜經,T 245,9,39,19,83,14,3,20,20,0,15634,1,
阿難陀目佉尼呵離陀經,T 1013,1,7,2,38,16,0,3,27,0,5222,0,
四品學法經,T 771,0,0,0,1,0,0,0,7,0,1147,0,
四未曾有法經,T 136,0,0,0,5,0,0,2,0,0,1010,0,
四人出現世間經,T 127,0,3,0,10,10,0,5,3,0,1820,0,
七寶經,T 26 (58),0,1,0,2,0,0,0,4,0,303,0,
十一思惟念如來經,T 138,0,0,0,8,3,0,0,9,0,577,0,
十二遊經,T 195,4,0,0,5,1,1,3,5,0,3396,0,
十二頭陀經,T 783,0,21,5,15,6,1,7,12,0,3068,1,
慈仁問八十種好經,T 2867,0,0,0,1,0,0,0,1,0,2019,0,
寶積三昧文殊師利菩薩問法身經,T 356,0,16,8,24,3,0,4,9,0,4741,0,
自誓三昧經,T 622,5,6,8,32,7,2,7,14,0,4214,0,
佛印三昧經,T 621,0,4,2,18,3,0,1,8,0,1652,0,
法華三昧經,T 269,2,13,13,27,9,0,18,27,0,7540,0,
月燈三昧經,T 640,0,2,0,61,4,0,3,2,0,5344,0,
禪要呵欲經,T 609,0,19,8,12,8,0,4,7,0,2274,0,
水喻經,T 26 (4),0,14,6,6,83,0,0,4,0,1913,0,
群牛譬經,T 215,0,8,1,9,1,0,2,4,0,818,0,
鼈喻經,T 154 (35),0,0,0,3,0,1,1,1,0,454,0,
箭喻經,T 94,0,59,7,2,5,0,1,27,0,1932,0,
毒喻經,T 154 (37),3,3,1,1,1,1,1,4,0,965,0,
阿彌陀佛偈,T 1978,0,22,0,84,7,0,1,2,0,6335,0,
後阿彌陀佛偈,T 373,0,0,0,4,0,0,1,1,0,448,0,
灌頂七萬二千神王護比丘呪經,T 1331 (1),5,41,29,104,14,9,14,42,0,7156,1,
灌頂十二萬神王護比丘尼呪經,T 1331 (2),1,12,8,50,6,1,5,17,0,4076,1,
灌頂三歸五戒帶佩護身呪經,T 1331 (3),0,26,26,25,9,1,17,20,0,5266,1,
灌頂百結神王護身呪經,T 1331 (4),3,16,10,43,8,0,6,34,0,6124,1,
灌頂宮宅神王守鎮左右呪經,T 1331 (5),2,27,16,41,7,1,13,17,0,5380,1,
灌頂塚墓因緣四方神呪經,T 1331 (6),15,34,11,49,7,0,17,25,0,4820,1,
灌頂伏魔封印大神呪經,T 1331 (7),5,27,8,36,11,1,15,18,0,4284,1,
灌頂摩尼羅亶大神呪經,T 1331 (8),2,29,5,41,4,2,14,16,0,5103,1,
灌頂召五方龍王攝疫毒神呪經,T 1331 (9),1,18,1,46,6,2,11,14,0,4353,1,
七佛神呪,T 1333,0,11,3,19,11,0,9,10,0,6124,0,
華積陀羅尼神呪,T 1356,0,2,0,8,1,0,2,6,0,1375,0,
持句神呪,T 1351,0,3,0,0,1,0,1,8,0,1062,0,
幻師颰陀神呪,T 1378b,0,5,1,7,0,0,1,5,0,795,0,
摩尼羅亶神呪,T 1393,0,1,0,17,2,0,6,8,0,1438,0,
檀特羅麻油述神呪,T 1391,0,1,2,4,0,0,1,2,0,646,0,
呪時氣,T 1326,0,2,0,8,0,0,0,1,0,293,0,
呪小兒,T 1329,0,1,0,2,0,0,0,1,0,174,0,
呪齲齒,T 1327,0,1,0,0,0,0,1,1,0,199,0,
安宅呪,T 1394,3,13,8,21,6,0,4,8,0,2090,1,
不退轉輪經,T 267,0,131,41,482,141,1,91,110,0,47593,0,
甘露味阿毘曇,T 1553,0,38,0,124,16,0,9,20,0,25764,0,
如來智印經,T 633,0,41,11,70,7,0,10,32,0,11917,0,
七佛父母姓字經,T 4,0,12,0,10,7,0,9,5,0,1805,0,
滿願子經,T 108,0,15,6,5,9,0,2,10,0,1162,0,
加丁比丘經,T 2028,5,15,10,20,16,0,17,23,0,4574,0,
大沙門羯磨,T 1438,0,82,15,62,5,0,36,42,0,13011,0,
魔試目連經,T  67,21,10,3,25,4,0,9,8,0,3089,0,
淨飯王經,T 512,1,36,6,32,17,0,15,8,0,3892,0,
摩竭梵志經,T 198 (4),0,3,0,1,2,0,1,1,0,508,0,
觱辭梵志經,T 198 (8),1,1,3,2,3,0,0,4,0,701,0,
猛觀梵志經,T 198 (11),0,7,0,3,6,0,3,3,0,1150,0,
法觀梵志經,T 198 (12),0,4,0,1,6,0,3,2,0,1275,0,
兜勒梵志經,T 198 (13),1,5,0,1,14,0,6,4,0,2120,0,
鼈王經,T 154(36),2,1,0,3,0,1,1,3,0,590,0,
放牛法經,T 123,1,0,0,6,1,0,0,3,0,2190,0,
餓鬼經,T 746,0,45,43,8,3,0,38,1,0,4508,0,
閻羅王經,X 21,0,7,4,16,2,1,1,12,0,3413,1,
古來經,T 44,15,16,5,10,4,1,8,19,0,2644,0,
緣本經,T 37,0,0,0,4,5,0,1,0,0,1047,0,
施色力經,T 132,0,0,0,1,0,0,1,1,0,767,0,
甚深大迴向經,T 825,0,5,1,13,6,0,8,22,0,2496,0,
木鏘刺脚因緣經,T 197 (6),0,13,6,15,19,2,14,25,0,4524,0,
四輩經,T 769,7,0,1,4,1,0,1,10,0,1632,0,
護諸比丘呪,T 154 (20),1,2,1,5,0,0,1,3,0,543,0,
寶如來經,T 637,2,66,0,238,44,1,41,107,0,25516,0,
寶車經,T 2689,5,13,7,11,0,1,8,9,0,3318,0,
